fiscal_year,SubCustomer,PlatformPortfolio,EntitySizeText,AnyEntityUSplaceOfPerformance,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,EntityCount,AllContractorCount,SumOfNumberOfActions,SumOfObligatedAmount
2e3,Navy,Missile Defense,Small,0,1,1,21,21,53,27605961
2e3,Navy,Missile Defense,Large+,0,1,1,9,9,207,247378587
2e3,Navy,Missile Defense,Medium,0,1,1,2,2,17,8483404
2e3,Navy,NULL,Small,0,1,1,6,6,3,17577
2e3,Navy,NULL,Large+,0,1,1,3,3,3,14230
2e3,Navy,NULL,Medium,NULL,0,0,1,1,0,0
2e3,Navy,Ordnance and Missiles,Small,0,0,0,1,1,2,-318832
2e3,Navy,Ordnance and Missiles,Small,0,0,1,7,7,7,-164192
2e3,Navy,Ordnance and Missiles,Small,0,1,1,253,261,624,447676881
2e3,Navy,Ordnance and Missiles,Large+,0,1,1,35,37,1341,3903190572
2e3,Navy,Ordnance and Missiles,Medium,0,1,1,28,28,94,95131107
2e3,Navy,Ordnance and Missiles,Medium,1,1,1,10,10,18,25496218
2e3,Navy,Ordnance and Missiles,NULL,NULL,NULL,NULL,1,1,1,147145
2e3,Navy,Other Products,Small,0,0,0,1,1,1,-60862
2e3,Navy,Other Products,Small,0,0,1,43,43,43,1768006
2e3,Navy,Other Products,Small,0,1,1,509,540,1060,229551281
2e3,Navy,Other Products,Small,NULL,0,0,3,3,1,69931
2e3,Navy,Other Products,Large+,0,1,1,44,45,207,188602220
2e3,Navy,Other Products,Large+,1,1,1,1,1,1,69293
2e3,Navy,Other Products,Medium,0,0,1,18,18,18,704478
2e3,Navy,Other Products,Medium,0,1,1,103,104,231,56323221
2e3,Navy,Other Products,Medium,1,0,1,15,15,16,643222
2e3,Navy,Other Products,Medium,1,1,1,58,58,135,53140803
2e3,Navy,Other Products,Medium,NULL,0,0,5,5,0,0
2e3,Navy,Other Products,Medium,NULL,1,1,1,1,0,0
2e3,Navy,Other R&D and Knowledge Based,Small,0,0,0,3,3,4,-184672
2e3,Navy,Other R&D and Knowledge Based,Small,0,0,1,43,43,49,1934900
2e3,Navy,Other R&D and Knowledge Based,Small,0,1,1,1426,1460,10854,3247202121
2e3,Navy,Other R&D and Knowledge Based,Small,1,0,1,1,1,1,42504
2e3,Navy,Other R&D and Knowledge Based,Small,NULL,0,0,1,1,0,0
2e3,Navy,Other R&D and Knowledge Based,Large+,0,1,1,84,109,5619,2695422232
2e3,Navy,Other R&D and Knowledge Based,Large+,1,0,1,1,1,1,39904
2e3,Navy,Other R&D and Knowledge Based,Large+,1,1,1,3,3,5,560349
2e3,Navy,Other R&D and Knowledge Based,Medium,0,0,1,8,8,9,374386
2e3,Navy,Other R&D and Knowledge Based,Medium,0,1,1,299,319,1749,875360640
2e3,Navy,Other R&D and Knowledge Based,Medium,1,0,0,1,1,2,-377815
2e3,Navy,Other R&D and Knowledge Based,Medium,1,0,1,9,9,10,325705
2e3,Navy,Other R&D and Knowledge Based,Medium,1,1,1,153,154,592,84614166
2e3,Navy,Other R&D and Knowledge Based,Medium,NULL,0,0,1,1,0,0
2e3,Navy,Other R&D and Knowledge Based,NULL,NULL,NULL,NULL,2,2,3,127815
2e3,Navy,Other Services,Small,0,0,0,1,1,2,0
2e3,Navy,Other Services,Small,0,0,1,24,24,32,950560
2e3,Navy,Other Services,Small,0,1,1,683,688,2572,1182055348
2e3,Navy,Other Services,Small,NULL,0,0,7,7,0,0
2e3,Navy,Other Services,Large+,0,1,1,43,43,827,889786788
2e3,Navy,Other Services,Large+,1,1,1,1,1,1,40811
2e3,Navy,Other Services,Medium,0,0,0,2,2,3,-548557
2e3,Navy,Other Services,Medium,0,0,1,5,5,6,204050
2e3,Navy,Other Services,Medium,0,1,1,115,115,453,219627036
2e3,Navy,Other Services,Medium,1,0,0,2,2,4,-448419
2e3,Navy,Other Services,Medium,1,0,1,13,13,15,449773
2e3,Navy,Other Services,Medium,1,1,1,129,130,365,169052837
2e3,Navy,Other Services,Medium,NULL,0,0,1,1,0,0
2e3,Navy,Ships & Submarines,Small,0,0,0,15,15,21,318465
2e3,Navy,Ships & Submarines,Small,0,0,1,70,70,99,2309603
2e3,Navy,Ships & Submarines,Small,0,1,1,1006,1050,7743,1780306185
2e3,Navy,Ships & Submarines,Large+,0,1,1,69,84,4896,9852131162
2e3,Navy,Ships & Submarines,Large+,1,1,1,2,2,152,32319524
2e3,Navy,Ships & Submarines,Medium,0,0,1,6,6,7,132446
2e3,Navy,Ships & Submarines,Medium,0,1,1,116,119,2409,1498908026
2e3,Navy,Ships & Submarines,Medium,1,0,0,1,1,2,0
2e3,Navy,Ships & Submarines,Medium,1,0,1,8,8,11,320099
2e3,Navy,Ships & Submarines,Medium,1,1,1,87,89,437,46454688
2e3,Navy,Ships & Submarines,Medium,NULL,0,0,4,4,0,0
2e3,Navy,Ships & Submarines,NULL,NULL,NULL,NULL,2,2,7,342633
2e3,Navy,Space Systems,Small,0,1,1,21,22,92,62484569
2e3,Navy,Space Systems,Large+,0,1,1,11,11,79,94562668
2e3,Navy,Space Systems,Medium,0,1,1,3,3,3,2642726
2e3,Navy,Space Systems,Medium,1,1,1,1,1,1,453450
2e3,NULL,"Electronics, Comms, & Sensors",Large+,0,1,1,1,1,0,0
2e3,Other DoD,Aircraft,Small,0,0,1,5,5,5,-43749
2e3,Other DoD,Aircraft,Small,0,1,1,50,50,119,33347282
2e3,Other DoD,Aircraft,Large+,0,1,1,20,20,112,191752101
2e3,Other DoD,Aircraft,Medium,0,1,1,2,2,2,118060
2e3,Other DoD,Aircraft,Medium,1,1,1,1,1,1,51812
2e3,Other DoD,Aircraft,NULL,NULL,NULL,NULL,1,1,4,398747
2e3,Other DoD,"Electronics, Comms, & Sensors",Small,0,0,0,3,3,4,-1260623
2e3,Other DoD,"Electronics, Comms, & Sensors",Small,0,0,1,23,23,25,1586333
2e3,Other DoD,"Electronics, Comms, & Sensors",Small,0,1,1,616,623,2973,994770512
2e3,Other DoD,"Electronics, Comms, & Sensors",Large+,0,1,1,74,78,5004,2493091824
2e3,Other DoD,"Electronics, Comms, & Sensors",Large+,1,1,1,1,1,20,7638686
2e3,Other DoD,"Electronics, Comms, & Sensors",Medium,0,0,0,1,1,1,3460
2e3,Other DoD,"Electronics, Comms, & Sensors",Medium,0,0,1,3,3,4,118084
2e3,Other DoD,"Electronics, Comms, & Sensors",Medium,0,1,1,100,101,354,142259786
2e3,Other DoD,"Electronics, Comms, & Sensors",Medium,1,0,1,2,2,2,82684
2e3,Other DoD,"Electronics, Comms, & Sensors",Medium,1,1,1,24,24,125,-53709986
2e3,Other DoD,Facilities and Construction,Small,0,0,0,2,2,3,8855
2e3,Other DoD,Facilities and Construction,Small,0,0,1,21,21,23,765879
2e3,Other DoD,Facilities and Construction,Small,0,1,1,292,295,943,243876962
2e3,Other DoD,Facilities and Construction,Large+,0,1,1,35,36,287,319142882
2e3,Other DoD,Facilities and Construction,Medium,0,0,1,10,10,12,338559
2e3,Other DoD,Facilities and Construction,Medium,0,1,1,53,53,235,104266197
2e3,Other DoD,Facilities and Construction,Medium,1,0,1,3,3,3,110853
2e3,Other DoD,Facilities and Construction,Medium,1,1,1,19,19,32,16041124
2e3,Other DoD,Facilities and Construction,NULL,NULL,NULL,NULL,1,1,2,1959168
2e3,Other DoD,Land Vehicles,Small,0,1,1,17,17,21,6737561
2e3,Other DoD,Land Vehicles,Large+,0,1,1,3,3,7,2765912
2e3,Other DoD,Land Vehicles,Medium,0,1,1,3,3,5,2505454
2e3,Other DoD,Land Vehicles,Medium,1,1,1,6,6,15,2174825
2e3,Other DoD,Missile Defense,Large+,0,1,1,1,1,2,1402862
2e3,Other DoD,NULL,Small,0,1,1,3,3,5,1861797
2e3,Other DoD,NULL,Large+,0,1,1,3,3,6,1274240
2e3,Other DoD,Ordnance and Missiles,Small,0,0,1,1,1,1,241179
2e3,Other DoD,Ordnance and Missiles,Small,0,1,1,6,6,20,15962943
2e3,Other DoD,Ordnance and Missiles,Large+,0,1,1,3,3,4,1001712
2e3,Other DoD,Ordnance and Missiles,Medium,0,1,1,1,1,1,194842
2e3,Other DoD,Ordnance and Missiles,Medium,1,1,1,2,2,2,3949837
2e3,Other DoD,Other Products,Small,0,0,0,1,1,2,5504
2e3,Other DoD,Other Products,Small,0,0,1,3,3,3,118641
2e3,Other DoD,Other Products,Small,0,1,1,63,65,612,256645393
2e3,Other DoD,Other Products,Large+,0,1,1,8,8,18,4345303
2e3,Other DoD,Other Products,Medium,0,0,1,1,1,1,40407
2e3,Other DoD,Other Products,Medium,0,1,1,16,16,19,2479157
2e3,Other DoD,Other Products,Medium,1,1,1,2,2,2,162512
2e3,Other DoD,Other Products,Unlabeled Vendor,NULL,1,1,1,1,11,3077795
2e3,Other DoD,Other R&D and Knowledge Based,Small,0,0,0,2,2,2,-92929
2e3,Other DoD,Other R&D and Knowledge Based,Small,0,0,1,5,5,6,193435
2e3,Other DoD,Other R&D and Knowledge Based,Small,0,1,1,310,314,987,417363195
2e3,Other DoD,Other R&D and Knowledge Based,Small,1,1,1,1,1,1,101685
2e3,Other DoD,Other R&D and Knowledge Based,Large+,0,1,1,50,52,804,723471511
2e3,Other DoD,Other R&D and Knowledge Based,Medium,0,0,1,5,5,5,179389
2e3,Other DoD,Other R&D and Knowledge Based,Medium,0,1,1,88,89,255,114936435
2e3,Other DoD,Other R&D and Knowledge Based,Medium,1,0,1,1,1,2,43701
2e3,Other DoD,Other R&D and Knowledge Based,Medium,1,1,1,34,34,66,34672476
2e3,Other DoD,Other R&D and Knowledge Based,NULL,NULL,NULL,NULL,1,1,6,1716372
2e3,Other DoD,Other Services,Small,0,1,1,30,30,37,6000140
2e3,Other DoD,Other Services,Large+,0,1,1,4,4,387,198545641
2e3,Other DoD,Other Services,Medium,0,1,1,6,6,12,44230072
2e3,Other DoD,Other Services,Medium,1,0,1,7,7,7,279641
2e3,Other DoD,Other Services,Medium,1,1,1,57,57,187,52766432
2e3,Other DoD,Ships & Submarines,Small,0,0,1,1,1,1,37020
2e3,Other DoD,Ships & Submarines,Small,0,1,1,6,6,14,15205875
2e3,Other DoD,Ships & Submarines,Large+,0,1,1,2,2,7,2623795
2e3,Other DoD,Ships & Submarines,Medium,1,1,1,5,5,7,82948379
2e3,Other DoD,Space Systems,Medium,0,1,1,2,2,3,979691
2001,Air Force,Aircraft,Small,0,0,0,4,4,8,-947718
2001,Air Force,Aircraft,Small,0,0,1,23,23,33,2109485
2001,Air Force,Aircraft,Small,0,1,1,797,839,3066,1683712019
2001,Air Force,Aircraft,Small,1,1,1,1,2,2,90808
2001,Air Force,Aircraft,Small,NULL,0,0,3,3,0,0
2001,Air Force,Aircraft,Large+,0,1,1,58,69,6619,23607063908
2001,Air Force,Aircraft,Medium,0,0,1,2,2,2,580224
2001,Air Force,Aircraft,Medium,0,1,1,89,93,318,360602627
2001,Air Force,Aircraft,Medium,1,0,0,1,1,1,-613464
2001,Air Force,Aircraft,Medium,1,0,1,2,2,4,755360
2001,Air Force,Aircraft,Medium,1,1,1,23,23,76,100092211
2001,Air Force,Aircraft,NULL,NULL,NULL,NULL,2,2,5,2615404
2001,Air Force,"Electronics, Comms, & Sensors",Small,0,0,0,5,5,9,-334009
2001,Air Force,"Electronics, Comms, & Sensors",Small,0,0,1,74,74,86,2908475
2001,Air Force,"Electronics, Comms, & Sensors",Small,0,1,1,1476,1516,6085,2269287642
2001,Air Force,"Electronics, Comms, & Sensors",Small,1,1,1,2,3,5,304925
2001,Air Force,"Electronics, Comms, & Sensors",Large+,0,1,1,98,109,7139,6198555660
2001,Air Force,"Electronics, Comms, & Sensors",Large+,1,1,1,4,4,71,55871543
2001,Air Force,"Electronics, Comms, & Sensors",Medium,0,0,0,1,1,2,0
2001,Air Force,"Electronics, Comms, & Sensors",Medium,0,0,1,7,7,7,269338
2001,Air Force,"Electronics, Comms, & Sensors",Medium,0,1,1,216,232,716,508430179
2001,Air Force,"Electronics, Comms, & Sensors",Medium,1,0,0,3,3,3,44914
2001,Air Force,"Electronics, Comms, & Sensors",Medium,1,0,1,7,7,9,282777
2001,Air Force,"Electronics, Comms, & Sensors",Medium,1,1,1,90,90,166,57812640
2001,Air Force,"Electronics, Comms, & Sensors",NULL,NULL,NULL,NULL,1,1,1,39184
2001,Air Force,"Electronics, Comms, & Sensors",Unlabeled Vendor,NULL,1,1,1,1,1,58339
2001,Air Force,Facilities and Construction,Small,0,0,0,55,55,72,-6754285
2001,Air Force,Facilities and Construction,Small,0,0,1,356,356,503,10482830
2001,Air Force,Facilities and Construction,Small,0,1,1,2520,2582,13529,3314000970
2001,Air Force,Facilities and Construction,Small,1,1,1,1,1,1,51037
2001,Air Force,Facilities and Construction,Small,NULL,0,0,4,4,0,0
2001,Air Force,Facilities and Construction,Small,NULL,1,1,1,1,0,0
2001,Air Force,Facilities and Construction,Large+,0,1,1,82,88,1564,848273896
2001,Air Force,Facilities and Construction,Large+,1,1,1,1,1,8,64413158
2001,Air Force,Facilities and Construction,Medium,0,0,0,2,2,3,-5518
2001,Air Force,Facilities and Construction,Medium,0,0,1,31,31,59,1797856
2001,Air Force,Facilities and Construction,Medium,0,1,1,472,492,2161,666486645
2001,Air Force,Facilities and Construction,Medium,1,0,0,2,2,2,44022
2001,Air Force,Facilities and Construction,Medium,1,0,1,35,35,37,1412256
2001,Air Force,Facilities and Construction,Medium,1,1,1,397,399,1558,548195691
2001,Air Force,Facilities and Construction,Medium,NULL,0,0,3,3,0,0
2001,Air Force,Facilities and Construction,Medium,NULL,1,1,1,1,1,65596
2001,Air Force,Land Vehicles,Small,0,0,1,7,7,9,267425
2001,Air Force,Land Vehicles,Small,0,1,1,112,113,209,185764943
2001,Air Force,Land Vehicles,Large+,0,1,1,10,10,83,29105749
2001,Air Force,Land Vehicles,Medium,0,0,1,1,1,1,41517
2001,Air Force,Land Vehicles,Medium,0,1,1,13,13,26,15151144
2001,Air Force,Land Vehicles,Medium,1,0,1,1,1,1,34744
2001,Air Force,Land Vehicles,Medium,1,1,1,53,53,86,15570927
2001,Air Force,Land Vehicles,Medium,NULL,0,0,1,1,0,0
2001,Air Force,Missile Defense,Small,0,0,0,1,1,1,-43788
2001,Air Force,Missile Defense,Small,0,1,1,8,8,22,9055639
2001,Air Force,Missile Defense,Large+,0,1,1,5,5,32,41882246
2001,Air Force,Missile Defense,Medium,0,1,1,2,2,2,185392
2001,Air Force,NULL,Small,0,1,1,1,1,1,0
2001,Air Force,NULL,Small,NULL,0,0,2,2,0,0
2001,Air Force,NULL,Medium,NULL,0,0,1,1,0,0
2001,Air Force,Ordnance and Missiles,Small,0,0,1,3,3,3,94405
2001,Air Force,Ordnance and Missiles,Small,0,1,1,228,232,636,168598342
2001,Air Force,Ordnance and Missiles,Large+,0,1,1,27,30,882,3131378984
2001,Air Force,Ordnance and Missiles,Medium,0,0,1,1,1,1,57063
2001,Air Force,Ordnance and Missiles,Medium,0,1,1,23,24,220,163755122
2001,Air Force,Ordnance and Missiles,Medium,1,0,1,2,2,2,73144
2001,Air Force,Ordnance and Missiles,Medium,1,1,1,13,13,16,1508601
2001,Air Force,Ordnance and Missiles,NULL,NULL,NULL,NULL,1,1,2,48727
2001,Air Force,Other Products,Small,0,0,1,29,29,31,1488606
2001,Air Force,Other Products,Small,0,1,1,262,269,1727,1664287634
2001,Air Force,Other Products,Small,NULL,0,0,1,1,0,0
2001,Air Force,Other Products,Large+,0,1,1,15,17,46,8376412
2001,Air Force,Other Products,Large+,1,1,1,1,1,3,258666
2001,Air Force,Other Products,Medium,0,0,1,2,2,2,72070
2001,Air Force,Other Products,Medium,0,1,1,49,49,99,17844737
2001,Air Force,Other Products,Medium,1,0,0,1,1,2,0
2001,Air Force,Other Products,Medium,1,0,1,4,4,5,153467
2001,Air Force,Other Products,Medium,1,1,1,36,36,55,6028980
2001,Air Force,Other Products,Medium,NULL,1,1,1,1,1,29797
2001,Air Force,Other Products,Unlabeled Vendor,NULL,1,1,1,1,12,3257142
2001,Air Force,Other R&D and Knowledge Based,Small,0,0,0,5,5,7,56535
2001,Air Force,Other R&D and Knowledge Based,Small,0,0,1,25,25,30,936319
2001,Air Force,Other R&D and Knowledge Based,Small,0,1,1,707,720,2518,1573538565
2001,Air Force,Other R&D and Knowledge Based,Small,1,1,1,3,3,13,3521017
2001,Air Force,Other R&D and Knowledge Based,Small,NULL,0,0,1,1,0,0
2001,Air Force,Other R&D and Knowledge Based,Large+,0,1,1,57,58,1636,1963946565
2001,Air Force,Other R&D and Knowledge Based,Large+,1,1,1,1,1,1,138389
2001,Air Force,Other R&D and Knowledge Based,Medium,0,0,1,16,16,18,645613
2001,Air Force,Other R&D and Knowledge Based,Medium,0,1,1,220,226,796,481682052
2001,Air Force,Other R&D and Knowledge Based,Medium,1,0,0,1,1,2,-569413
2001,Air Force,Other R&D and Knowledge Based,Medium,1,0,1,17,17,17,687690
2001,Air Force,Other R&D and Knowledge Based,Medium,1,1,1,63,63,83,36928007
2001,Air Force,Other R&D and Knowledge Based,Medium,NULL,0,0,3,3,1,816828
2001,Air Force,Other Services,Small,0,0,0,2,2,2,857
2001,Air Force,Other Services,Small,0,0,1,24,24,27,887995
2001,Air Force,Other Services,Small,0,1,1,295,298,825,377716727
2001,Air Force,Other Services,Small,NULL,0,0,1,1,0,0
2001,Air Force,Other Services,Small,NULL,1,1,1,1,0,0
2001,Air Force,Other Services,Large+,0,1,1,29,29,716,409987884
2001,Air Force,Other Services,Medium,0,0,0,2,2,3,-2804296
2001,Air Force,Other Services,Medium,0,0,1,6,6,7,221670
2001,Air Force,Other Services,Medium,0,1,1,51,54,473,530343749
2001,Air Force,Other Services,Medium,1,0,0,2,2,3,-158310
2001,Air Force,Other Services,Medium,1,0,1,5,5,6,219189
2001,Air Force,Other Services,Medium,1,1,1,91,91,140,28549947
2001,Air Force,Other Services,Medium,NULL,1,1,1,1,1,207470
2001,Air Force,Ships & Submarines,Small,0,0,1,2,2,2,86738
2001,Air Force,Ships & Submarines,Small,0,1,1,25,26,36,4365439
2001,Air Force,Ships & Submarines,Large+,0,1,1,2,2,30,15736824
2001,Air Force,Ships & Submarines,Medium,1,1,1,5,5,6,4525524
2001,Air Force,Space Systems,Small,0,1,1,138,140,384,727185115
2001,Air Force,Space Systems,Small,1,1,1,1,1,4,1366766
2001,Air Force,Space Systems,Large+,0,1,1,23,23,616,4255242647
2001,Air Force,Space Systems,Medium,0,0,0,1,1,1,5258788
2001,Air Force,Space Systems,Medium,0,1,1,17,18,84,70951203
2001,Air Force,Space Systems,Medium,1,1,1,3,3,5,4139607
2001,Army,Aircraft,Small,0,0,0,13,13,17,-1521760
2001,Army,Aircraft,Small,0,0,1,28,28,33,876924
2001,Army,Aircraft,Small,0,1,1,823,859,2254,1640987184
2001,Army,Aircraft,Large+,0,1,1,55,66,2006,8177766633
2001,Army,Aircraft,Large+,1,1,1,1,1,1,116200
2001,Army,Aircraft,Medium,0,0,1,3,3,3,88056
2001,Army,Aircraft,Medium,0,1,1,93,94,362,470354952
2001,Army,Aircraft,Medium,1,1,1,29,29,54,58070704
2001,Army,Aircraft,NULL,NULL,NULL,NULL,1,1,1,116755
2001,Army,"Electronics, Comms, & Sensors",Small,0,0,0,34,34,52,-488735
2001,Army,"Electronics, Comms, & Sensors",Small,0,0,1,189,190,234,5767586
2001,Army,"Electronics, Comms, & Sensors",Small,0,1,1,1890,1951,8575,2647166295
2001,Army,"Electronics, Comms, & Sensors",Small,1,1,1,3,3,5,401506
2001,Army,"Electronics, Comms, & Sensors",Large+,0,1,1,100,109,7635,5672703676
2001,Army,"Electronics, Comms, & Sensors",Large+,1,1,1,2,2,6,2851297
2001,Army,"Electronics, Comms, & Sensors",Medium,0,0,0,10,10,42,-68929
2001,Army,"Electronics, Comms, & Sensors",Medium,0,0,1,21,21,33,584091
2001,Army,"Electronics, Comms, & Sensors",Medium,0,1,1,226,239,1039,424379928
2001,Army,"Electronics, Comms, & Sensors",Medium,1,0,0,5,5,6,-516266
2001,Army,"Electronics, Comms, & Sensors",Medium,1,0,1,30,30,33,1195036
2001,Army,"Electronics, Comms, & Sensors",Medium,1,1,1,169,169,329,97540986
2001,Army,"Electronics, Comms, & Sensors",Medium,NULL,0,1,1,1,1,10206
2001,Army,Facilities and Construction,Small,0,0,0,265,265,535,527351
2001,Army,Facilities and Construction,Small,0,0,1,980,982,1889,25989215
2001,Army,Facilities and Construction,Small,0,1,1,5032,5185,29146,8405892758
2001,Army,Facilities and Construction,Small,1,1,1,5,5,89,9486176
2001,Army,Facilities and Construction,Small,NULL,0,0,6,6,0,0
2001,Army,Facilities and Construction,Large+,0,1,1,111,131,3469,1682134861
2001,Army,Facilities and Construction,Large+,1,1,1,6,6,1009,818262275
2001,Army,Facilities and Construction,Medium,0,0,0,26,26,49,-1441362
2001,Army,Facilities and Construction,Medium,0,0,1,81,81,120,3114887
2001,Army,Facilities and Construction,Medium,0,1,1,970,1003,6488,3566402934
2001,Army,Facilities and Construction,Medium,1,0,0,13,13,16,-559531
2001,Army,Facilities and Construction,Medium,1,0,1,85,85,101,3783409
2001,Army,Facilities and Construction,Medium,1,1,1,866,875,4398,1642962765
2001,Army,Facilities and Construction,Medium,NULL,0,0,2,2,0,0
2001,Army,Facilities and Construction,Medium,NULL,0,1,1,1,1,8303
2001,Army,Facilities and Construction,NULL,NULL,NULL,NULL,1,1,2,88838
2001,Army,Land Vehicles,Small,0,0,0,8,8,10,-13680
2001,Army,Land Vehicles,Small,0,0,1,51,51,57,1979015
2001,Army,Land Vehicles,Small,0,1,1,505,532,1379,855218739
2001,Army,Land Vehicles,Small,1,1,1,1,1,61,48774112
2001,Army,Land Vehicles,Small,NULL,0,1,1,1,1,12772
2001,Army,Land Vehicles,Large+,0,1,1,41,44,801,2228084821
2001,Army,Land Vehicles,Large+,1,1,1,1,1,1,38195
2001,Army,Land Vehicles,Medium,0,0,0,7,7,10,-107203
2001,Army,Land Vehicles,Medium,0,0,1,4,4,4,135252
2001,Army,Land Vehicles,Medium,0,1,1,74,75,302,517112220
2001,Army,Land Vehicles,Medium,1,0,1,10,10,15,470711
2001,Army,Land Vehicles,Medium,1,1,1,96,97,229,248023882
2001,Army,Land Vehicles,Medium,NULL,0,0,1,1,0,0
2001,Army,Missile Defense,Small,0,1,1,30,30,157,152508441
2001,Army,Missile Defense,Large+,0,1,1,14,14,123,967073811
2001,Army,Missile Defense,Medium,0,1,1,5,5,37,27006291
2001,Army,Missile Defense,Medium,1,1,1,1,1,12,4119554
2001,Army,NULL,Small,0,0,1,1,1,1,11216
2001,Army,NULL,Small,0,1,1,37,37,68,7013517
2001,Army,NULL,Small,NULL,0,1,1,1,1,10794
2001,Army,NULL,Small,NULL,1,1,3,3,3,8843
2001,Army,NULL,Large+,0,1,1,20,20,58,4767645
2001,Army,NULL,Medium,0,0,0,1,1,1,0
2001,Army,NULL,Medium,0,1,1,5,5,9,211399
2001,Army,NULL,Medium,1,1,1,1,1,1,17264
2001,Army,NULL,Medium,NULL,0,0,7,7,7,8516
2001,Army,NULL,Medium,NULL,0,1,7,7,16,37665
2001,Army,NULL,Medium,NULL,1,1,3,3,6,213244
2001,Army,Ordnance and Missiles,Small,0,0,0,4,4,6,-326477
2001,Army,Ordnance and Missiles,Small,0,0,1,26,26,30,951122
2001,Army,Ordnance and Missiles,Small,0,1,1,554,566,1535,1100435641
2001,Army,Ordnance and Missiles,Small,NULL,0,0,1,1,0,0
2001,Army,Ordnance and Missiles,Large+,0,1,1,47,48,1524,4136581302
2001,Army,Ordnance and Missiles,Medium,0,0,1,1,1,1,38057
2001,Army,Ordnance and Missiles,Medium,0,1,1,81,84,502,826901418
2001,Army,Ordnance and Missiles,Medium,1,0,1,4,4,5,158352
2001,Army,Ordnance and Missiles,Medium,1,1,1,41,41,50,33841895
2001,Army,Ordnance and Missiles,NULL,NULL,NULL,NULL,2,2,12,30585039
2001,Army,Other Products,Small,0,0,0,26,26,30,240548
2001,Army,Other Products,Small,0,0,1,148,148,187,4626831
2001,Army,Other Products,Small,0,1,1,761,805,2047,461473689
2001,Army,Other Products,Small,1,1,1,1,1,1,52726
2001,Army,Other Products,Small,NULL,0,0,2,2,0,0
2001,Army,Other Products,Small,NULL,0,1,1,1,1,14219
2001,Army,Other Products,Large+,0,1,1,43,49,336,181362697
2001,Army,Other Products,Medium,0,0,0,4,4,5,-31738
2001,Army,Other Products,Medium,0,0,1,21,21,26,989070
2001,Army,Other Products,Medium,0,1,1,156,161,348,67203284
2001,Army,Other Products,Medium,1,0,1,17,17,19,732892
2001,Army,Other Products,Medium,1,1,1,110,110,170,53024081
2001,Army,Other Products,Unlabeled Vendor,NULL,1,1,1,1,5,6995291
2001,Army,Other R&D and Knowledge Based,Small,0,0,0,67,67,101,513941
2001,Army,Other R&D and Knowledge Based,Small,0,0,1,192,192,256,5163893
2001,Army,Other R&D and Knowledge Based,Small,0,1,1,1865,1913,7454,2392773235
2001,Army,Other R&D and Knowledge Based,Small,1,0,1,1,1,1,45152
2001,Army,Other R&D and Knowledge Based,Small,1,1,1,1,1,1,357342
2001,Army,Other R&D and Knowledge Based,Small,NULL,0,0,1,1,0,0
2001,Army,Other R&D and Knowledge Based,Large+,0,1,1,94,101,3576,1914185583
2001,Army,Other R&D and Knowledge Based,Large+,1,1,1,1,1,2,15115735
2001,Army,Other R&D and Knowledge Based,Medium,0,0,0,6,6,7,-121651
2001,Army,Other R&D and Knowledge Based,Medium,0,0,1,40,40,48,1279708
2001,Army,Other R&D and Knowledge Based,Medium,0,1,1,452,485,1551,754078499
2001,Army,Other R&D and Knowledge Based,Medium,1,0,0,2,2,2,58850
2001,Army,Other R&D and Knowledge Based,Medium,1,0,1,21,21,31,903934
2001,Army,Other R&D and Knowledge Based,Medium,1,1,1,70,70,219,32778680
2001,Army,Other Services,Small,0,0,0,28,28,62,152512
2001,Army,Other Services,Small,0,0,1,108,108,158,3994505
2001,Army,Other Services,Small,0,1,1,784,811,2763,916060884
2001,Army,Other Services,Small,1,1,1,1,1,3,2226360
2001,Army,Other Services,Small,NULL,0,0,3,3,0,0
2001,Army,Other Services,Large+,0,1,1,44,44,486,1248306201
2001,Army,Other Services,Medium,0,0,0,11,11,20,-1562
2001,Army,Other Services,Medium,0,0,1,22,22,31,774213
2001,Army,Other Services,Medium,0,1,1,167,169,445,872980620
2001,Army,Other Services,Medium,1,0,0,1,1,1,55356
2001,Army,Other Services,Medium,1,0,1,17,17,23,920161
2001,Army,Other Services,Medium,1,1,1,120,120,328,191437166
2001,Army,Other Services,Medium,NULL,0,0,1,1,0,0
