"","FY","VendorSize","Customer","Category","Portfolio","Amount"
"2483","2004","Medium","Other DoD","Products","Missile and Space Systems",63862004
"2484","2004","Medium","Other DoD","Products","Other Products",48966558
"2485","2004","Medium","Other DoD","Products","Ships & Submarines",187788
"2486","2004","Medium","Other DoD","Products","Weapons and Ammunition",7380743
"2487","2004","Medium","Other DoD","R&D","Aircraft and Drones",2284632
"2488","2004","Medium","Other DoD","R&D","Electronics and Communications",22394334
"2489","2004","Medium","Other DoD","R&D","Facilities and Construction",1002756
"2490","2004","Medium","Other DoD","R&D","Missile and Space Systems",765859
"2491","2004","Medium","Other DoD","R&D","Other R&D and Knowledge Based",256824120
"2492","2004","Medium","Other DoD","R&D","Ships & Submarines",277187
"2493","2004","Medium","Other DoD","R&D","Weapons and Ammunition",13833933
"2494","2004","Medium","Other DoD","Services","Aircraft and Drones",24893163
"2495","2004","Medium","Other DoD","Services","Electronics and Communications",623963060
"2496","2004","Medium","Other DoD","Services","Facilities and Construction",337912140
"2497","2004","Medium","Other DoD","Services","Land Vehicles",1035759
"2498","2004","Medium","Other DoD","Services","Other R&D and Knowledge Based",319513206
"2499","2004","Medium","Other DoD","Services","Other Services",54179286
"2500","2004","Medium","Other DoD","Services","Ships & Submarines",263503
"2501","2004","Small","Air Force","Products","Aircraft and Drones",682902554
"2502","2004","Small","Air Force","Products","Electronics and Communications",801370064
"2503","2004","Small","Air Force","Products","Facilities and Construction",344770915
"2504","2004","Small","Air Force","Products","Land Vehicles",109549718
"2505","2004","Small","Air Force","Products","Missile and Space Systems",52207855
"2506","2004","Small","Air Force","Products","Other Products",291785829
"2507","2004","Small","Air Force","Products","Ships & Submarines",2954814
"2508","2004","Small","Air Force","Products","Weapons and Ammunition",79152961
"2509","2004","Small","Air Force","R&D","Aircraft and Drones",161016617
"2510","2004","Small","Air Force","R&D","Electronics and Communications",253172867
"2511","2004","Small","Air Force","R&D","Facilities and Construction",10679341
"2512","2004","Small","Air Force","R&D","Missile and Space Systems",198270825
"2513","2004","Small","Air Force","R&D","Other R&D and Knowledge Based",145307626
"2514","2004","Small","Air Force","R&D","Ships & Submarines",125877
"2515","2004","Small","Air Force","R&D","Weapons and Ammunition",85423980
"2516","2004","Small","Air Force","Services","Aircraft and Drones",310184597
"2517","2004","Small","Air Force","Services","Electronics and Communications",735080956
"2518","2004","Small","Air Force","Services","Facilities and Construction",2432231839
"2519","2004","Small","Air Force","Services","Land Vehicles",3584013
"2520","2004","Small","Air Force","Services","Missile and Space Systems",59236989
"2521","2004","Small","Air Force","Services","Other R&D and Knowledge Based",867675019
"2522","2004","Small","Air Force","Services","Other Services",329530252
"2523","2004","Small","Air Force","Services","Ships & Submarines",2627071
"2524","2004","Small","Air Force","Services","Weapons and Ammunition",51183996
"2525","2004","Small","Army","NULL","NULL",5633777
"2526","2004","Small","Army","Products","Aircraft and Drones",637364947
"2527","2004","Small","Army","Products","Electronics and Communications",1117145587
"2528","2004","Small","Army","Products","Facilities and Construction",965136603
"2529","2004","Small","Army","Products","Land Vehicles",834396740
"2530","2004","Small","Army","Products","Missile and Space Systems",113182449
"2531","2004","Small","Army","Products","Other Products",965982546
"2532","2004","Small","Army","Products","Ships & Submarines",37168765
"2533","2004","Small","Army","Products","Weapons and Ammunition",748462596
"2534","2004","Small","Army","R&D","Aircraft and Drones",67576808
"2535","2004","Small","Army","R&D","Electronics and Communications",203663080
"2536","2004","Small","Army","R&D","Facilities and Construction",1714031
"2537","2004","Small","Army","R&D","Land Vehicles",111045844
"2538","2004","Small","Army","R&D","Missile and Space Systems",577402354
"2539","2004","Small","Army","R&D","Other R&D and Knowledge Based",604807113
"2540","2004","Small","Army","R&D","Weapons and Ammunition",19561428
"2541","2004","Small","Army","Services","Aircraft and Drones",68983675
"2542","2004","Small","Army","Services","Electronics and Communications",849123299
"2543","2004","Small","Army","Services","Facilities and Construction",6126394935
"2544","2004","Small","Army","Services","Land Vehicles",114087608
"2545","2004","Small","Army","Services","Missile and Space Systems",131895167
"2546","2004","Small","Army","Services","Other R&D and Knowledge Based",1360224426
"2547","2004","Small","Army","Services","Other Services",858439250
"2548","2004","Small","Army","Services","Ships & Submarines",28365728
"2549","2004","Small","Army","Services","Weapons and Ammunition",38424391
"2550","2004","Small","DLA","Products","Aircraft and Drones",651776925
"2551","2004","Small","DLA","Products","Electronics and Communications",551154560
"2552","2004","Small","DLA","Products","Facilities and Construction",875904010
"2553","2004","Small","DLA","Products","Land Vehicles",453782554
"2554","2004","Small","DLA","Products","Missile and Space Systems",4239117
"2555","2004","Small","DLA","Products","Other Products",3264570870
"2556","2004","Small","DLA","Products","Ships & Submarines",141888722
"2557","2004","Small","DLA","Products","Weapons and Ammunition",59090810
"2558","2004","Small","DLA","R&D","Other R&D and Knowledge Based",2300555
"2559","2004","Small","DLA","Services","Aircraft and Drones",199323
"2560","2004","Small","DLA","Services","Electronics and Communications",84622359
"2561","2004","Small","DLA","Services","Facilities and Construction",92315041
"2562","2004","Small","DLA","Services","Land Vehicles",205263
"2563","2004","Small","DLA","Services","Other R&D and Knowledge Based",54869546
"2564","2004","Small","DLA","Services","Other Services",14270283
"2565","2004","Small","DLA","Services","Ships & Submarines",84309
"2566","2004","Small","MDA","Products","Electronics and Communications",501009
"2567","2004","Small","MDA","Products","Land Vehicles",31922
"2568","2004","Small","MDA","R&D","Missile and Space Systems",38408727
"2569","2004","Small","MDA","R&D","Other R&D and Knowledge Based",19917129
"2570","2004","Small","MDA","Services","Electronics and Communications",31323085
"2571","2004","Small","MDA","Services","Facilities and Construction",10351200
"2572","2004","Small","MDA","Services","Missile and Space Systems",17252744
"2573","2004","Small","MDA","Services","Other R&D and Knowledge Based",24784877
"2574","2004","Small","MDA","Services","Other Services",2436607
"2575","2004","Small","MilitaryHealth","Products","Electronics and Communications",19936
"2576","2004","Small","MilitaryHealth","Products","Facilities and Construction",78422
"2577","2004","Small","MilitaryHealth","Services","Electronics and Communications",203293
"2578","2004","Small","MilitaryHealth","Services","Other R&D and Knowledge Based",92167
"2579","2004","Small","Navy","NULL","NULL",16814
"2580","2004","Small","Navy","Products","Aircraft and Drones",359155632
"2581","2004","Small","Navy","Products","Electronics and Communications",978683680
"2582","2004","Small","Navy","Products","Facilities and Construction",367088270
"2583","2004","Small","Navy","Products","Land Vehicles",80866427
"2584","2004","Small","Navy","Products","Missile and Space Systems",35452715
"2585","2004","Small","Navy","Products","Other Products",537507868
"2586","2004","Small","Navy","Products","Ships & Submarines",469825459
"2587","2004","Small","Navy","Products","Weapons and Ammunition",154872940
"2588","2004","Small","Navy","R&D","Aircraft and Drones",59407263
"2589","2004","Small","Navy","R&D","Electronics and Communications",329422210
"2590","2004","Small","Navy","R&D","Facilities and Construction",4621697
"2591","2004","Small","Navy","R&D","Land Vehicles",1302326
"2592","2004","Small","Navy","R&D","Missile and Space Systems",125132086
"2593","2004","Small","Navy","R&D","Other R&D and Knowledge Based",746980474
"2594","2004","Small","Navy","R&D","Ships & Submarines",93710056
"2595","2004","Small","Navy","R&D","Weapons and Ammunition",43839266
"2596","2004","Small","Navy","Services","Aircraft and Drones",56972699
"2597","2004","Small","Navy","Services","Electronics and Communications",834086055
"2598","2004","Small","Navy","Services","Facilities and Construction",2157571462
"2599","2004","Small","Navy","Services","Land Vehicles",15091516
"2600","2004","Small","Navy","Services","Missile and Space Systems",50222236
"2601","2004","Small","Navy","Services","Other R&D and Knowledge Based",1354018467
"2602","2004","Small","Navy","Services","Other Services",583708161
"2603","2004","Small","Navy","Services","Ships & Submarines",875708196
"2604","2004","Small","Navy","Services","Weapons and Ammunition",20070150
"2605","2004","Small","NULL","Services","Electronics and Communications",505803
"2606","2004","Small","Other DoD","NULL","NULL",1214273
"2607","2004","Small","Other DoD","Products","Aircraft and Drones",26562908
"2608","2004","Small","Other DoD","Products","Electronics and Communications",324218588
"2609","2004","Small","Other DoD","Products","Facilities and Construction",95379226
"2610","2004","Small","Other DoD","Products","Land Vehicles",8273438
"2611","2004","Small","Other DoD","Products","Missile and Space Systems",4083546
"2612","2004","Small","Other DoD","Products","Other Products",548159518
"2613","2004","Small","Other DoD","Products","Ships & Submarines",21811175
"2614","2004","Small","Other DoD","Products","Weapons and Ammunition",4914708
"2615","2004","Small","Other DoD","R&D","Aircraft and Drones",157439
"2616","2004","Small","Other DoD","R&D","Electronics and Communications",20323539
"2617","2004","Small","Other DoD","R&D","Facilities and Construction",894290
"2618","2004","Small","Other DoD","R&D","Missile and Space Systems",889590
"2619","2004","Small","Other DoD","R&D","Other R&D and Knowledge Based",141086058
"2620","2004","Small","Other DoD","R&D","Weapons and Ammunition",1422964
"2621","2004","Small","Other DoD","Services","Aircraft and Drones",20357709
"2622","2004","Small","Other DoD","Services","Electronics and Communications",711037854
"2623","2004","Small","Other DoD","Services","Facilities and Construction",271217279
"2624","2004","Small","Other DoD","Services","Land Vehicles",220742
"2625","2004","Small","Other DoD","Services","Other R&D and Knowledge Based",533838880
"2626","2004","Small","Other DoD","Services","Other Services",17723347
"2627","2004","Small","Other DoD","Services","Ships & Submarines",50380
"2628","2004","Small","Other DoD","Services","Weapons and Ammunition",-45766
"2629","2004",NA,"Air Force","Products","Aircraft and Drones",57129412
"2630","2004",NA,"Air Force","Products","Electronics and Communications",70897841
"2631","2004",NA,"Air Force","Products","Facilities and Construction",4254595
"2632","2004",NA,"Air Force","Products","Missile and Space Systems",131045
"2633","2004",NA,"Air Force","Products","Other Products",736951
"2634","2004",NA,"Air Force","Products","Weapons and Ammunition",3867464
"2635","2004",NA,"Air Force","R&D","Aircraft and Drones",16270869
"2636","2004",NA,"Air Force","R&D","Electronics and Communications",61031100
"2637","2004",NA,"Air Force","R&D","Missile and Space Systems",26790232
"2638","2004",NA,"Air Force","R&D","Other R&D and Knowledge Based",4068637
"2639","2004",NA,"Air Force","R&D","Weapons and Ammunition",7199262
"2640","2004",NA,"Air Force","Services","Aircraft and Drones",159465968
"2641","2004",NA,"Air Force","Services","Electronics and Communications",196063462
"2642","2004",NA,"Air Force","Services","Facilities and Construction",68555177
"2643","2004",NA,"Air Force","Services","Missile and Space Systems",12675927
"2644","2004",NA,"Air Force","Services","Other R&D and Knowledge Based",83240848
"2645","2004",NA,"Air Force","Services","Other Services",12394488
"2646","2004",NA,"Air Force","Services","Weapons and Ammunition",1170813
"2647","2004",NA,"Army","Products","Aircraft and Drones",7629096
"2648","2004",NA,"Army","Products","Electronics and Communications",186078667
