"","Fiscal.Year","Customer","SubCustomer","SubCustomer.component","SubCustomer.sum","SubCustomer.detail","PlatformPortfolio","PlatformPortfolio.sum","ProductServiceOrRnDarea","ServicesCategory.sum","ProductOrServiceCode","ProductOrServiceCodeText","Obligation.2014"
"8167",2015-01-01,"Defense","DLA","DLA","Other DoD","DLA","Facilities and Construction","Facilities and Construction","Other","Products (All)","6680","LIQUID AND GAS FLOW, LIQUID LEVEL, AND MECHANICAL MOTION MEASURING INSTRUMENTS",0.00104498167554766
"8168",2015-01-01,"Defense","Army","Army","Army","Army","Weapons and Ammunition","Weapons and Ammunition","Launchers & Munitions","Products (All)","1310","AMMUNITION, OVER 30 MM UP TO 75 MM",0.00399258323465561
"8169",2015-01-01,"Defense","Army","Army","Army","Army","Other R&D and Knowledge Based","Other","Advanced Technology Development (6.3)","R&D","AN13","BIOMEDICAL (ADVANCED)",0.0257675754884547
"8170",2015-01-01,"Defense","Army","Army","Army","Army","Other R&D and Knowledge Based","Other","Basic Research (6.1)","R&D","AN91","OTHER MEDICAL (BASIC)",-0.000196490349319124
"8171",2007-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Other R&D and Knowledge Based","Other","System Development & Demonstration (6.5)","R&D","AZ15","R&D- OTHER RESEARCH AND DEVELOPMENT (OPERATIONAL SYSTEMS DEVELOPMENT)",6.22482882478393e-05
"8172",2006-01-01,"Defense","Other DoD","Additional DoD Components","Other DoD","Other DoD","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5995","CABLE CORD WIRE ASSEMBLY - COMM EQ",4.03225806451613e-05
"8173",2010-01-01,"Defense","Army","Army","Army","Army","Other Products","Other","Other","Products (All)","9330","PLASTICS FABRICATED MATERIALS",3.46598202824134e-06
"8174",2015-01-01,"Defense","Other DoD","Additional DoD Components","Other DoD","Other DoD","Other Services","Other","ERS","Services (Non-R&D)","J016","MAINT-REP OF AIRCRAFT COMPONENTS",-0.000716240951253207
"8175",2015-01-01,"Defense","Army","Army","Army","Army","Other Products","Other","Clothing & Subsistence","Products (All)","6505","DRUGS AND BIOLOGICALS",0
"8176",2015-01-01,"Defense","Army","Army","Army","Army","Other R&D and Knowledge Based","Other","Advanced Technology Development (6.3)","R&D","AJ93","R&D- GENERAL SCIENCE/TECHNOLOGY: OTHER (ADVANCED DEVELOPMENT)",0.000186314328004737
"8177",2004-01-01,"Defense","Army","Army","Army","Army","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5996","AMPLIFIERS",4.92083847102343e-05
"8178",2006-01-01,"Defense","Navy","Navy","Navy","Navy","Facilities and Construction","Facilities and Construction","FRS&C","Services (Non-R&D)","M154","OPER OF GOVT SHIP CONST-REP FAC",5.95622119815668e-06
"8179",2003-01-01,"Defense","Army","Army","Army","Army","Electronics and Communications","Electronics and Communications","Engines & Power Plants","Products (All)","6117","SOLAR ELECTRIC POWER SYSTEMS",0.000276849297735037
"8180",2004-01-01,"Defense","Army","Army","Army","Army","Electronics and Communications","Electronics and Communications","Engines & Power Plants","Products (All)","6117","SOLAR ELECTRIC POWER SYSTEMS",1.59741060419235e-05
"8181",2003-01-01,"Defense","Navy","Navy","Navy","Navy","Other R&D and Knowledge Based","Other","Applied Research (6.2)","R&D","AD92","OTHER DEFENSE (APPLIED/EXPLORATORY)",0.00494913577122612
"8182",2015-01-01,"Defense","Army","Army","Army","Army","Facilities and Construction","Facilities and Construction","Other","Products (All)","6630","CHEMICAL ANALYSIS INSTRUMENTS",-1.1446615354253e-07
"8183",2015-01-01,"Defense","Army","Army","Army","Army","Electronics and Communications","Electronics and Communications","Engines & Power Plants","Products (All)","6110","ELECTRICAL CONTROL EQUIPMENT",-3.56449082297217e-05
"8184",2015-01-01,"Defense","Navy","Navy","Navy","Navy","Other Products","Other","Other","Products (All)","4330","CENTRIFUGALS SEPARATORS & FILTERS",-9.36333135977896e-06
"8185",2015-01-01,"Defense","Army","Army","Army","Army","Electronics and Communications","Electronics and Communications","ICT","Services (Non-R&D)","L058","TECH REP SVCS/COMMUNICATION EQ",0
"8186",2015-01-01,"Defense","Army","Army","Army","Army","Other R&D and Knowledge Based","Other","PAMS","Services (Non-R&D)","R419","EDUCATIONAL SERVICES",4.02605091770278e-05
"8187",2015-01-01,"Defense","Army","Army","Army","Army","Other R&D and Knowledge Based","Other","Basic Research (6.1)","R&D","AZ11","R&D- OTHER RESEARCH AND DEVELOPMENT (BASIC RESEARCH)",0
"8188",2015-01-01,"Defense","Army","Army","Army","Army","Other R&D and Knowledge Based","Other","Applied Research (6.2)","R&D","AZ12","R&D- OTHER RESEARCH AND DEVELOPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",0.00410807211367673
"8189",2015-01-01,"Defense","Other DoD","Additional DoD Components","Other DoD","Other DoD","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5998","ELE ASSEMB-BDS CARDS-ASSOC HARDWARE",-4.50228932307085e-05
"8190",2004-01-01,"Defense","Army","Army","Army","Army","Ships & Submarines","Ships & Submarines","Ships","Products (All)","1906","MINELAYERS ADN MINESWEEPERS",0.000523762022194821
"8191",2004-01-01,"Defense","Navy","Navy","Navy","Navy","Aircraft and Drones","Aircraft and Drones","Engines & Power Plants","Products (All)","2995","MISC ENGINE ACCESSORIES - AIRCRAFT",7.95314426633785e-06
"8192",2003-01-01,"Defense","Army","Army","Army","Army","Other R&D and Knowledge Based","Other","PAMS","Services (Non-R&D)","U099","EDUCATION/TRAINING- OTHER",7.34025053777047e-05
"8193",2003-01-01,"Defense","Army","Army","Army","Army","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","6220","ELEC VEHICULAR LIGHTS & FIXTURES",0.000421386815133494
"8194",2015-01-01,"Defense","Other DoD","Additional DoD Components","Other DoD","Other DoD","Other Products","Other","Other","Products (All)","4820","VALVES, NONPOWERED",-7.02580422340635e-05
"8195",2003-01-01,"Defense","Army","Army","Army","Army","Weapons and Ammunition","Weapons and Ammunition","Launchers & Munitions","Products (All)","1025","GUNS OVER 150 MM THROUGH 200 MM",0.0031881817031507
"8196",2004-01-01,"Defense","DLA","DLA","Other DoD","DLA","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5935","CONNECTORS, ELECTRICAL",0
"8197",2010-01-01,"Defense","Army","Army","Army","Army","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","7042","MINI & MICRO COMPUTER CONT DEVICES",2.32036264441592e-05
"8198",2015-01-01,"Defense","Army","Army","Army","Army","Land Vehicles","Land Vehicles","PAMS","Services (Non-R&D)","L023","TECH REP SVCS/VEHICLES-TRAILERS-CYC",0.00175829195776594
"8199",2015-01-01,"Defense","Army","Army","Army","Army","Other Products","Other","Clothing & Subsistence","Products (All)","8430","FOOTWEAR, MEN'S",0
"8200",2003-01-01,"Defense","DLA","DLA","Other DoD","DLA","Facilities and Construction","Facilities and Construction","Other","Products (All)","3805","EARTH MOVING & EXCAVATING EQ",0.000959420473238011
"8201",2015-01-01,"Defense","Army","Army","Army","Army","Aircraft and Drones","Aircraft and Drones","Ground Vehicles","Products (All)","2640","TIRE REBUILDING AND TIRE AND TUBE REPAIR MATERIALS",0.000846325873297809
"8202",2015-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","6150","MISC ELECTRIC POWER & DISTRIB EQ",0
"8203",2015-01-01,"Defense","Army","Army","Army","Army","Facilities and Construction","Facilities and Construction","Other","Products (All)","6650","OPTICAL INSTRUMENTS",8.68996151568976e-05
"8204",2015-01-01,"Defense","Army","Army","Army","Army","Other R&D and Knowledge Based","Other","Basic Research (6.1)","R&D","AH91","R&D- ENVIRONMENTAL PROTECTION: OTHER (BASIC RESEARCH)",0.000805633451746596
"8205",2003-01-01,"Defense","DLA","DLA","Other DoD","DLA","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5985","ANTENNAS WAVEGUIDES & RELATED EQ",0.000389013033025433
"8206",2015-01-01,"Defense","Other DoD","Additional DoD Components","Other DoD","Other DoD","Facilities and Construction","Facilities and Construction","Missiles & Space","Products (All)","4940","MISC MAINT EQ",-0.000215658673771462
"8207",2015-01-01,"Defense","Army","Army","Army","Army","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5855","NIGHT VISION EQ",5.32859680284192e-05
"8208",2015-01-01,"Defense","Navy","Navy","Navy","Navy","Other Products","Other","Other","Products (All)","4720","HOSE AND FLEXIBLE TUBING",7.26571936056838e-05
"8209",2015-01-01,"Defense","Other DoD","Additional DoD Components","Other DoD","Other DoD","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","7035","ADP SUPPORT EQUIPMENT",-8.38760607854746e-08
"8210",2015-01-01,"Defense","Army","Army","Army","Army","Facilities and Construction","Facilities and Construction","ERS","Services (Non-R&D)","J065","MAINT-REP OF MEDICAL-DENTAL-VET EQ",4.79573712255773e-05
"8211",2015-01-01,"Defense","Navy","Navy","Navy","Navy","Land Vehicles","Land Vehicles","Engines & Power Plants","Products (All)","2805","GAS RECIPROCATING ENG - EXCEPT AIR",3.87251825537794e-05
"8212",2015-01-01,"Defense","Navy","Navy","Navy","Navy","Facilities and Construction","Facilities and Construction","Other","Products (All)","6625","ELECT ELECTRONIC MEASURING INSTRUMT",0.00109173678705348
"8213",2015-01-01,"Defense","Navy","Navy","Navy","Navy","Land Vehicles","Land Vehicles","Engines & Power Plants","Products (All)","2895","MISC ENGINES & COMPONENTS",0
"8214",2015-01-01,"Defense","Other DoD","Additional DoD Components","Other DoD","Other DoD","Other Products","Other","Other","Products (All)","5315","NAILS, MACHINE KEYS, AND PINS",-6.41799881586738e-08
"8215",2003-01-01,"Defense","Army","Army","Army","Army","Other Products","Other","Other","Products (All)","5350","ABRASIVE MATERIALS",0.000903272175123371
"8216",2015-01-01,"Defense","DLA","DLA","Other DoD","DLA","Weapons and Ammunition","Weapons and Ammunition","Launchers & Munitions","Products (All)","1005","GUNS, THROUGH 30 MM",0.00037457157094928
"8217",2015-01-01,"Defense","Navy","Navy","Navy","Navy","Ships & Submarines","Ships & Submarines","Engines & Power Plants","Products (All)","2830","WATER TURBINES AND WATER WHEELS; AND COMPONENTS",-1.72143280047365e-07
"8218",2015-01-01,"Defense","Army","Army","Army","Army","Land Vehicles","Land Vehicles","Ground Vehicles","Products (All)","2520","VEH POWER TRANSMISSION COMPONENTS",0.00515768719163213
"8219",2015-01-01,"Defense","Other DoD","Additional DoD Components","Other DoD","Other DoD","Missile and Space Systems","Missile and Space Systems","Missiles & Space","Products (All)","1430","GUIDED MISSILE REMOTE CONT SYSTEMS",-5.58137951450562e-06
"8220",2010-01-01,"Defense","Army","Army","Army","Army","Other R&D and Knowledge Based","Other","Applied Research (6.2)","R&D","AZ12","R&D- OTHER RESEARCH AND DEVELOPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",0.000121143881044074
"8221",2003-01-01,"Defense","DLA","DLA","Other DoD","DLA","Facilities and Construction","Facilities and Construction","Other","Products (All)","6680","LIQUID AND GAS FLOW, LIQUID LEVEL, AND MECHANICAL MOTION MEASURING INSTRUMENTS",0.000221312159939264
"8222",2015-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5895","MISC COMMUNICATION EQ",-8.52832050522992e-05
"8223",2001-01-01,"Defense","Army","Army","Army","Army","Facilities and Construction","Facilities and Construction","Other","Products (All)","4540","WASTE DISPOSAL EQUIPMENT",5.41177248677249e-05
"8224",2004-01-01,"Defense","Army","Army","Army","Army","Other R&D and Knowledge Based","Other","Advanced Component Development & Prototypes (6.4)","R&D","AD94","OTHER DEFENSE (ENGINEERING)",-4.73489519112207e-07
"8225",2004-01-01,"Defense","Army","Army","Army","Army","Facilities and Construction","Facilities and Construction","Other","Products (All)","4520","SPACE AND WATER HEATING EQUIPMENT",0.00015724290998767
"8226",2011-01-01,"Defense","Army","Army","Army","Army","Other R&D and Knowledge Based","Other","PAMS","Services (Non-R&D)","U005","EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES",2.32899706252623e-05
"8227",2015-01-01,"Defense","Other DoD","Additional DoD Components","Other DoD","Other DoD","Other Services","Other","PAMS","Services (Non-R&D)","H916","OTHER QC SVCS/AIRCRAFT COMPONENTS",-2.49127294256957e-05
"8228",2015-01-01,"Defense","Navy","Navy","Navy","Navy","Facilities and Construction","Facilities and Construction","Other","Products (All)","6655","GEOPHYSICAL INSTRUMENTS",0.000261233432011052
"8229",2015-01-01,"Defense","DLA","DLA","Other DoD","DLA","Facilities and Construction","Facilities and Construction","Other","Products (All)","3805","EARTH MOVING & EXCAVATING EQ",0.0011506625518058
"8230",2010-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","6210","INDOOR & OUTDOOR ELEC LIGHTING FIXT",5.1733622165169e-05
"8231",2011-01-01,"Defense","Other DoD","Additional DoD Components","Other DoD","Other DoD","Other Products","Other","Clothing & Subsistence","Products (All)","6515","MED & SURGICAL INSTRUMENTS,EQ & SUP",4.66156105749056e-05
"8232",2010-01-01,"Defense","Army","Army","Army","Army","Facilities and Construction","Facilities and Construction","Other","Products (All)","7820","GAMES, TOYS, AND WHEELED GOODS",-1.60462130937099e-07
"8233",2015-01-01,"Defense","Other DoD","Additional DoD Components","Other DoD","Other DoD","Other Products","Other","Other","Products (All)","3110","BEARINGS, ANTIFRICTION, UNMOUNTED",0
"8234",2015-01-01,"Defense","Navy","Navy","Navy","Navy","Other Services","Other","ERS","Services (Non-R&D)","K017","MOD OF AIRCRAFT GROUND EQ",0.000991714436550227
"8235",2003-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5905","RESISTORS",5.16664557762875e-05
"8236",2004-01-01,"Defense","Navy","Navy","Navy","Navy","Other R&D and Knowledge Based","Other","Advanced Technology Development (6.3)","R&D","AD23","R&D- DEFENSE OTHER: SERVICES (ADVANCED DEVELOPMENT)",0.000169985203452528
"8237",2010-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Other Products","Other","Clothing & Subsistence","Products (All)","8470","ARMOR, PERSONAL",-3.60333761232349e-05
"8238",2008-01-01,"Defense","Other DoD","Additional DoD Components","Other DoD","Other DoD","Aircraft and Drones","Aircraft and Drones","Aircraft","Products (All)","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS",-5.88844902386117e-06
"8239",2003-01-01,"Defense","Army","Army","Army","Army","Facilities and Construction","Facilities and Construction","ERS","Services (Non-R&D)","J067","MAINT-REP OF PHOTOGRAPHIC EQ",2.53068455017082e-05
"8240",2003-01-01,"Defense","DLA","DLA","Other DoD","DLA","Other Products","Other","Other","Products (All)","4330","CENTRIFUGALS SEPARATORS & FILTERS",7.91623434138935e-05
"8241",2015-01-01,"Defense","Army","Army","Army","Army","Facilities and Construction","Facilities and Construction","Other","Products (All)","6695","COMBINATION & MISC INSTRUMENTS",0.000102105180580225
"8242",2015-01-01,"Defense","Army","Army","Army","Army","Other Services","Other","MED","Services (Non-R&D)","G002","CHAPLAIN SERVICES",-1.57884349713835e-07
"8243",2015-01-01,"Defense","Army","Army","Army","Army","Other R&D and Knowledge Based","Other","PAMS","Services (Non-R&D)","R425","ENGINEERING AND TECHNICAL SERVICES",-8.70337477797589e-08
"8244",2009-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Facilities and Construction","Facilities and Construction","Other","Products (All)","5140","TOOL AND HARDWARE BOXES",1.34118532149816e-05
"8245",2015-01-01,"Defense","Navy","Navy","Navy","Navy","Facilities and Construction","Facilities and Construction","ERS","Services (Non-R&D)","J036","MAINT-REP OF SP INDUSTRY MACHINERY",6.46627688967831e-05
"8246",2015-01-01,"Defense","Army","Army","Army","Army","Weapons and Ammunition","Weapons and Ammunition","Launchers & Munitions","Products (All)","1025","GUNS OVER 150 MM THROUGH 200 MM",0.00784372409709887
"8247",2003-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Electronics and Communications","Electronics and Communications","System Development & Demonstration (6.5)","R&D","AC65","R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (OPERATIONAL SYSTEMS DEVELOPMENT)",0.00165243451853726
"8248",2004-01-01,"Defense","DLA","DLA","Other DoD","DLA","Facilities and Construction","Facilities and Construction","Other","Products (All)","6645","TIME MEASURING INSTRUMENTS",0.00141608014796547
"8249",2003-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Aircraft and Drones","Aircraft and Drones","Aircraft","Products (All)","1710","AIRCRAFT LANDING EQUIPMENT",0.00283192205491585
"8250",2004-01-01,"Defense","Navy","Navy","Navy","Navy","Facilities and Construction","Facilities and Construction","Other","Products (All)","6625","ELECT ELECTRONIC MEASURING INSTRUMT",0.000175928483353884
"8251",2010-01-01,"Defense","Army","Army","Army","Army","Other R&D and Knowledge Based","Other","PAMS","Services (Non-R&D)","R710","FINANCIAL SERVICES",0.000320385109114249
"8252",2015-01-01,"Defense","Navy","Navy","Navy","Navy","Other R&D and Knowledge Based","Other","PAMS","Services (Non-R&D)","U008","EDUCATION/TRAINING- TRAINING/CURRICULUM DEVELOPMENT",0.000410638711268995
"8253",2015-01-01,"Defense","DLA","DLA","Other DoD","DLA","Other Products","Other","Clothing & Subsistence","Products (All)","6505","DRUGS AND BIOLOGICALS",0.00851383489244129
"8254",2015-01-01,"Defense","Navy","Navy","Navy","Navy","Aircraft and Drones","Aircraft and Drones","Aircraft","Products (All)","1560","AIRFRAME STRUCTURAL COMPONENTS",0.00181402146240379
"8255",2015-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5985","ANTENNAS WAVEGUIDES & RELATED EQ",0.000417668245510164
"8256",2015-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Land Vehicles","Land Vehicles","Ground Vehicles","Products (All)","2590","MISCELLANEOUS VEHICULAR COMPONENTS",0
"8257",2003-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","7025","ADP INPUT/OUTPUT & STORAGE DEVICES",0.000369726686068582
"8258",2011-01-01,"Defense","Army","Army","Army","Army","Facilities and Construction","Facilities and Construction","ERS","Services (Non-R&D)","W038","LEASE OR RENTAL OF EQUIPMENT- CONSTRUCTION, MINING, EXCAVATING, AND HIGHWAY MAINTENANCE EQUIPMENT",1.94366240033571e-05
"8259",2015-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Facilities and Construction","Facilities and Construction","ERS","Services (Non-R&D)","J066","MAINT-REP OF INSTRUMENTS & LAB EQ",3.38588217880403e-05
"8260",2009-01-01,"Defense","Army","Army","Army","Army","Other Services","Other","ERS","Services (Non-R&D)","J025","MAINT-REP OF VEHICULAR EQ",0.00103901547954103
"8261",2004-01-01,"Defense","Army","Army","Army","Army","Aircraft and Drones","Aircraft and Drones","Aircraft","Products (All)","1730","AIRCRAFT GROUND SERVICING EQUIPMENT",-0.000241406905055487
"8262",2015-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5975","ELECTRICAL HARDWARE AND SUPPLIES",0
"8263",2003-01-01,"Defense","Army","Army","Army","Army","Facilities and Construction","Facilities and Construction","Other","Products (All)","4520","SPACE AND WATER HEATING EQUIPMENT",0.000198830823737821
"8264",2004-01-01,"Defense","Army","Army","Army","Army","Aircraft and Drones","Aircraft and Drones","Aircraft","Products (All)","1720","AIRCRAFT LAUNCHING EQUIPMENT",1.34167694204686e-05
"8265",2003-01-01,"Defense","Navy","Navy","Navy","Navy","Facilities and Construction","Facilities and Construction","Other","Products (All)","6685","PRESSURE TEMP HUMIDITY INSTRUMENTS",0.000680916107807162
"8266",2015-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Facilities and Construction","Facilities and Construction","Other","Products (All)","4210","FIRE FIGHTING EQUIPMENT",0.000120067939609236
"8267",2015-01-01,"Defense","Army","Army","Army","Army","Facilities and Construction","Facilities and Construction","FRS&C","Services (Non-R&D)","Y1PZ","CONSTRUCTION OF OTHER NON-BUILDING FACILITIES",0.000752737319913164
"8268",2015-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Electronics and Communications","Electronics and Communications","ICT","Services (Non-R&D)","D320","IT AND TELECOM- ANNUAL HARDWARE MAINTENANCE SERVICE PLANS",4.8105387803434e-06
"8269",2015-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Aircraft and Drones","Aircraft and Drones","Aircraft","Products (All)","5821","RADIO & TV EQ AIRBORNE",0
"8270",2015-01-01,"Defense","Other DoD","Additional DoD Components","Other DoD","Other DoD","Other Products","Other","Other","Products (All)","4320","POWER AND HAND PUMPS",-7.76836787053483e-05
"8271",2006-01-01,"Defense","DLA","DLA","Other DoD","DLA","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5940","LUGS TERMINALS & TERMINAL STRIPS",0.000143385944700461
"8272",2015-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Other R&D and Knowledge Based","Other","PAMS","Services (Non-R&D)","R499","OTHER PROFESSIONAL SERVICES",0.00300010017761989
"8273",2015-01-01,"Defense","Navy","Navy","Navy","Navy","Ships & Submarines","Ships & Submarines","Ships","Products (All)","4220","MARINE LIFESAVING & DIVING EQ",0.000320702585356227
"8274",2015-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","ERS","Services (Non-R&D)","K059","MOD OF ELECT-ELCT EQ",0.000644345766725873
"8275",2015-01-01,"Defense","Other DoD","Additional DoD Components","Other DoD","Other DoD","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5895","MISC COMMUNICATION EQ",-8.76850207223209e-06
"8276",2015-01-01,"Defense","Navy","Navy","Navy","Navy","Facilities and Construction","Facilities and Construction","Other","Products (All)","6710","CAMERAS, MOTION PICTURE",2.71363726070653e-07
"8277",2015-01-01,"Defense","Navy","Navy","Navy","Navy","Aircraft and Drones","Aircraft and Drones","Aircraft","Products (All)","1615","HELICOPTER ROTOR BLADES, DRIVE MECHANISMS AND COMPONENTS",0
"8278",2011-01-01,"Defense","Army","Army","Army","Army","Facilities and Construction","Facilities and Construction","Other","Products (All)","4235","HAZARDOUS MATERIAL SPILL CONTAINMENT AND CLEAN-UP EQUIPMENT AND MATERIAL",-0.00140809903483005
"8279",2004-01-01,"Defense","Navy","Navy","Navy","Navy","Facilities and Construction","Facilities and Construction","Other","Products (All)","3460","MACHINE TOOL ACCESSORIES",0.000105425400739827
"8280",2003-01-01,"Defense","Army","Army","Army","Army","Weapons and Ammunition","Weapons and Ammunition","Launchers & Munitions","Products (All)","1015","GUNS, 75 MM THROUGH 125 MM",0.00108167151714539
"8281",2015-01-01,"Defense","Navy","Navy","Navy","Navy","Missile and Space Systems","Missile and Space Systems","Missiles & Space","Products (All)","1430","GUIDED MISSILE REMOTE CONT SYSTEMS",0.00018473177422538
"8282",2015-01-01,"Defense","Navy","Navy","Navy","Navy","Land Vehicles","Land Vehicles","Ground Vehicles","Products (All)","2540","VEHICULAR FURNITURE AND ACCESSORIES",-3.88327412670219e-06
"8283",2015-01-01,"Defense","Navy","Navy","Navy","Navy","Aircraft and Drones","Aircraft and Drones","Aircraft","Products (All)","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS",0.00210086378527728
"8284",2015-01-01,"Defense","Other DoD","Additional DoD Components","Other DoD","Other DoD","Aircraft and Drones","Aircraft and Drones","Aircraft","Products (All)","1560","AIRFRAME STRUCTURAL COMPONENTS",0
"8285",2015-01-01,"Defense","Navy","Navy","Navy","Navy","Other Products","Other","Other","Products (All)","8115","BOXES, CARTONS, AND CRATES",7.32267613972765e-06
"8286",2004-01-01,"Defense","Navy","Navy","Navy","Navy","Aircraft and Drones","Aircraft and Drones","ERS","Services (Non-R&D)","J015","MAINT-REP OF AIRCRAFT",0.00394662794081381
"8287",2015-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5999","MISCELLANEOUS ELECTRICAL AND ELECTRONIC COMPONENTS",4.19775014801658e-05
"8288",2015-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Facilities and Construction","Facilities and Construction","Other","Products (All)","6685","PRESSURE TEMP HUMIDITY INSTRUMENTS",0
"8289",2004-01-01,"Defense","DLA","DLA","Other DoD","DLA","Land Vehicles","Land Vehicles","Engines & Power Plants","Products (All)","2815","DIESEL ENGINES AND COMPONENTS",7.47410604192355e-05
"8290",2003-01-01,"Defense","Navy","Navy","Navy","Navy","Facilities and Construction","Facilities and Construction","Missiles & Space","Products (All)","4940","MISC MAINT EQ",0.000150473238010882
"8291",2015-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Aircraft and Drones","Aircraft and Drones","Aircraft","Products (All)","1660","AIRCRAFT AIR CONDITION HEATING EQ",7.04900335504243e-06
"8292",2015-01-01,"Defense","Other DoD","Additional DoD Components","Other DoD","Other DoD","Aircraft and Drones","Aircraft and Drones","Aircraft","Products (All)","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS",-1.19328794158279e-05
"8293",2015-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","6220","ELEC VEHICULAR LIGHTS & FIXTURES",-3.45372014999013e-05
"8294",2015-01-01,"Defense","Other DoD","Additional DoD Components","Other DoD","Other DoD","Land Vehicles","Land Vehicles","Engines & Power Plants","Products (All)","2835","GAS TURBINES & JET ENG EXCEPT AIR",0.00118581014406947
"8295",2015-01-01,"Defense","Other DoD","Additional DoD Components","Other DoD","Other DoD","Electronics and Communications","Electronics and Communications","Engines & Power Plants","Products (All)","6110","ELECTRICAL CONTROL EQUIPMENT",-4.24568581014407e-05
"8296",2015-01-01,"Defense","Navy","Navy","Navy","Navy","Facilities and Construction","Facilities and Construction","Missiles & Space","Products (All)","4940","MISC MAINT EQ",0
"8297",2015-01-01,"Defense","Other DoD","Additional DoD Components","Other DoD","Other DoD","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5820","RADIO AND TELEVISION COMMUNICATION EQUIPMENT, EXCEPT AIRBORNE",0.00036234458259325
"8298",2004-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","7025","ADP INPUT/OUTPUT & STORAGE DEVICES",0.000235980271270037
"8299",2004-01-01,"Defense","Army","Army","Army","Army","Other Products","Other","Clothing & Subsistence","Products (All)","8415","CLOTHING, SPECIAL PURPOSE",0.000249922318125771
"8300",2015-01-01,"Defense","DLA","DLA","Other DoD","DLA","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","6220","ELEC VEHICULAR LIGHTS & FIXTURES",0.000622548588908624
"8301",2003-01-01,"Defense","Army","Army","Army","Army","Aircraft and Drones","Aircraft and Drones","Aircraft","Products (All)","4920","AIRCRAFT MAINT & REP SHOP EQ",0.00293977097304821
"8302",2015-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5850","VISIBLE AND INVISIBLE LIGHT COMMUNICATION EQUIPMENT",0.0140271205841721
"8303",2015-01-01,"Defense","DLA","DLA","Other DoD","DLA","Aircraft and Drones","Aircraft and Drones","Aircraft","Products (All)","5831","INTERCOMM PUBLIC ADDRESS SYS - AIR",0
