fiscal_year,Customer,SubCustomer,CanadaSector,IsSubcontractReportingContract,obligatedAmount,numberOfActions,NumberOfContracts
2002,Other Agencies,COURT SERVICES AND OFFENDER SUPERVISION AGENCY,Other R&D and Knowledge Based,0,149000.0000,1,1
2002,Other Agencies,Exec Office,Other R&D and Knowledge Based,0,2639000.0000,29,15
2002,Other Agencies,FEDERAL ELECTION COMMISSION,NULL,0,0.0000,3,3
2002,Other Agencies,FEDERAL TRADE COMMISSION,Other R&D and Knowledge Based,0,6457000.0000,74,45
2002,Other Agencies,Interior,Other Services,0,84898679.4600,1712,1377
2002,Other Agencies,Justice,Land,0,58620461.0000,385,340
2002,Other Agencies,Labor,Other Services,0,7763000.0000,53,30
2002,Other Agencies,NATIONAL ENDOWMENT FOR THE ARTS,"Other Facilities, Construction, Manufacturing and Testing",0,114000.0000,1,1
2002,Other Agencies,NATIONAL MEDIATION BOARD,Other R&D and Knowledge Based,0,1783000.0000,183,183
2002,Other Agencies,NATIONAL SCIENCE FOUNDATION,Other R&D and Knowledge Based,0,71096093.3800,170,121
2002,Other Agencies,NATIONAL TRANSPORTATION SAFETY BOARD,Air,0,93000.0000,1,1
2002,Other Agencies,NUCLEAR REGULATORY COMMISSION,C4ISR,0,66437995.4500,458,263
2002,Other Agencies,RAILROAD RETIREMENT BOARD,Other Products,0,31000.0000,1,1
2002,Other Agencies,SMALL BUSINESS ADMINISTRATION,NULL,0,0.0000,5,1
2002,Other Agencies,SMITHSONIAN INSTITUTION,C4ISR,0,7012871.7900,35,25
2002,Other Agencies,Treasury,C4ISR,0,2010826911.7800,6704,5183
2002,Other Agencies,Treasury,Other Services,0,44649776.5700,978,670
2002,State and IAP,State,Other Products,0,52286813.7000,266,314
2002,State and IAP,State,Sea,0,3033053.0000,48,45
2002,State and IAP,USAID,"Other Facilities, Construction, Manufacturing and Testing",0,38310000.0000,45,27
2003,Defense,Air Force,NULL,0,2254173.1000,26,28
2003,Defense,Air Force,Air,0,25540356493.5100,14062,9697
2003,Defense,Air Force,Other Products,0,409674767.2200,2138,2027
2003,Defense,Army,Space,0,7150589.0000,26,18
2003,Defense,Army,"Weapons, Ammunition and Missiles",0,7162064600.4400,7812,4304
2003,Defense,DLA,"Weapons, Ammunition and Missiles",0,73118526.0000,764,892
2003,Defense,MilitaryHealth,NULL,0,0.0000,1,1
2003,Defense,Navy,Other R&D and Knowledge Based,0,4182678492.5100,15981,11009
2003,Defense,Other DoD,Air,0,272162280.2800,265,234
2003,Defense,Other DoD,"Weapons, Ammunition and Missiles",0,90829526.0000,90,71
2003,DHS,CBP,"Weapons, Ammunition and Missiles",0,1649163.0000,247,251
2003,DHS,COAST GUARD,Other Services,0,45651385.9000,500,314
2003,DHS,FEMA,C4ISR,0,149534899.3600,485,322
2003,DHS,ICE,Land,0,1111456.0000,39,35
2003,DHS,ICE,Other R&D and Knowledge Based,0,10379478.0100,91,58
2003,DHS,Other DHS,NULL,0,0.0000,1,1
2003,DHS,Other DHS,Land,0,6145355.0000,49,35
2002,Other Agencies,NATIONAL ENDOWMENT FOR THE ARTS,C4ISR,0,202000.0000,3,3
2002,Other Agencies,NATIONAL ENDOWMENT FOR THE HUMANITIES,C4ISR,0,396000.0000,2,2
2002,Other Agencies,NATIONAL LABOR RELATIONS BOARD,Other R&D and Knowledge Based,0,34313000.0000,25,26
2002,Other Agencies,NATIONAL LABOR RELATIONS BOARD,Other Services,0,199000.0000,5,4
2002,Other Agencies,NATIONAL TRANSPORTATION SAFETY BOARD,Other Services,0,29000.0000,1,1
2002,Other Agencies,OFFICE OF PERSONNEL MANAGEMENT,Other R&D and Knowledge Based,0,263495173.0000,2112,2148
2002,Other Agencies,OFFICE OF PERSONNEL MANAGEMENT,Other Services,0,5290000.0000,183,189
2002,Other Agencies,SECURITIES AND EXCHANGE COMMISSION,Other Products,0,962000.0000,6,5
2002,Other Agencies,SELECTIVE SERVICE SYSTEM,"Other Facilities, Construction, Manufacturing and Testing",0,0.0000,2,2
2002,Other Agencies,Transportation,NULL,0,2017413.7900,93,77
2002,Other Agencies,Transportation,"Other Facilities, Construction, Manufacturing and Testing",0,1357781338.5800,7075,4576
2002,Other Agencies,Transportation,"Weapons, Ammunition and Missiles",0,3880933.0000,8,12
2002,Other Agencies,Treasury,"Other Facilities, Construction, Manufacturing and Testing",0,426562348.4200,2513,1895
2002,Other Agencies,Treasury,Other R&D and Knowledge Based,0,524746666.5800,8112,4437
2002,Other Agencies,Treasury,Sea,0,9078000.0000,15,16
2002,Other Agencies,VA,C4ISR,0,750974704.2700,3299,3272
2002,Other Agencies,VA,Land,0,1174650.0000,26,32
2002,State and IAP,State,C4ISR,0,595385014.3900,2848,2424
2002,State and IAP,State,Land,0,46402026.0000,368,417
2003,Defense,Air Force,"Weapons, Ammunition and Missiles",0,5075712753.1100,3479,1750
2003,Defense,Army,Other Products,0,1792636249.0603,27155,14578
2003,Defense,DLA,Other Products,0,11148561697.8100,46227,47598
2003,Defense,MDA,"Other Facilities, Construction, Manufacturing and Testing",0,136679529.0000,282,67
2003,Defense,MDA,"Weapons, Ammunition and Missiles",0,2069730015.0000,39,10
2003,Defense,Navy,Other Services,0,1119897167.8400,7180,5271
2003,DHS,FEMA,"Other Facilities, Construction, Manufacturing and Testing",0,117970670.0000,867,517
2003,DHS,FEMA,Other R&D and Knowledge Based,0,139505540.5600,547,280
2003,DHS,FEMA,Other Services,0,37789587.0000,161,54
2003,DHS,ICE,"Other Facilities, Construction, Manufacturing and Testing",0,175591067.8300,2167,1424
2003,DHS,ICE,Sea,0,26418.0000,1,1
2003,DHS,Other DHS,Air,0,71400.0000,1,1
2003,DHS,TSA,NULL,0,0.0000,2,2
2003,DHS,TSA,"Weapons, Ammunition and Missiles",0,2715798.0000,4,5
2003,Energy,Energy,"Other Facilities, Construction, Manufacturing and Testing",0,26986758229.7331,1926,892
2003,Energy,Energy,Other R&D and Knowledge Based,0,2203175406.6788,2563,1136
2003,Energy,Energy,Sea,0,734471938.0000,71,12
2003,GSA,GSA,NULL,0,42541937.9306,967,845
2003,GSA,GSA,"Other Facilities, Construction, Manufacturing and Testing",0,8245404292.0824,163958,160205
2003,HHS,HHS,Other R&D and Knowledge Based,0,3583487466.3874,8863,7192
2003,HHS,HHS,Other Services,0,695635406.5224,2448,1972
2003,NASA,NASA,"Other Facilities, Construction, Manufacturing and Testing",0,2244759266.9800,2002,1177
2002,Other Agencies,NATIONAL GALLERY OF ART,NULL,0,0.0000,1,1
2002,Other Agencies,NATIONAL GALLERY OF ART,Land,0,33000.0000,2,2
2002,Other Agencies,NATIONAL SCIENCE FOUNDATION,"Other Facilities, Construction, Manufacturing and Testing",0,88233000.0000,19,14
2002,Other Agencies,NATIONAL TRANSPORTATION SAFETY BOARD,Other R&D and Knowledge Based,0,334000.0000,5,6
2002,Other Agencies,NUCLEAR REGULATORY COMMISSION,NULL,0,550933.0000,8,9
2002,Other Agencies,NUCLEAR REGULATORY COMMISSION,Land,0,58000.0000,1,1
2002,Other Agencies,NUCLEAR REGULATORY COMMISSION,Other R&D and Knowledge Based,0,15437840.0000,161,103
2002,Other Agencies,RAILROAD RETIREMENT BOARD,C4ISR,0,2778366.0000,33,29
2002,Other Agencies,RAILROAD RETIREMENT BOARD,Other Services,0,2669000.0000,8,6
2002,Other Agencies,SECURITIES AND EXCHANGE COMMISSION,"Other Facilities, Construction, Manufacturing and Testing",0,3236000.0000,8,9
2002,Other Agencies,SMALL BUSINESS ADMINISTRATION,"Other Facilities, Construction, Manufacturing and Testing",0,1446000.0000,23,22
2002,Other Agencies,SMITHSONIAN INSTITUTION,Other Products,0,260000.0000,3,3
2002,Other Agencies,Treasury,NULL,0,796236.0700,199,181
2002,Other Agencies,Treasury,Land,0,17719000.0000,108,98
2002,Other Agencies,VA,Air,0,1395107.0000,24,25
2002,State and IAP,PEACE CORPS,Land,0,115000.0000,1,1
2002,State and IAP,USAID,Other Products,0,110495215.2500,32,27
2003,Defense,Air Force,C4ISR,0,11223305163.3000,23656,16814
2003,Defense,Air Force,Other Services,0,395590648.3400,1587,1294
2003,Defense,Navy,Space,0,143590207.6256,227,60
2003,Defense,Navy,"Weapons, Ammunition and Missiles",0,4869443078.6300,3040,1898
2003,DHS,CBP,Other Products,0,1173077.0000,19,19
2003,DHS,CBP,Sea,0,1107995.0000,4,3
2003,DHS,COAST GUARD,NULL,0,165328658.2200,747,579
2003,DHS,COAST GUARD,Land,0,6409066.3600,159,140
2003,DHS,COAST GUARD,Other R&D and Knowledge Based,0,59941528.2000,561,420
2003,DHS,ICE,"Weapons, Ammunition and Missiles",0,3515943.0000,19,19
2003,DHS,Other DHS,"Weapons, Ammunition and Missiles",0,9721512.0000,99,108
2003,Energy,Energy,NULL,0,1574988.0000,61,40
2003,Energy,Energy,Land,0,2560354.0000,21,20
2003,GSA,GSA,Sea,0,492729.0000,26,52
2003,HHS,HHS,Air,0,24491286.0000,10,1
2003,HHS,HHS,Space,0,45600.0000,1,1
2003,NASA,NASA,Air,0,63540683.4000,187,100
2003,NASA,NASA,C4ISR,0,1214587973.4281,2384,1610
2003,Other Agencies,Archives,Other Products,0,4647679.4400,32,32
2003,Other Agencies,BROADCASTING BOARD OF GOVERNORS,Other Products,0,346787.0000,11,7
2003,Other Agencies,Commerce,Other Products,0,17134569.8000,178,138
2003,Other Agencies,Commerce,Sea,0,43403496.2000,344,208
2003,Other Agencies,COMMODITY FUTURES TRADING COMMISSION,C4ISR,0,4175718.0000,69,57
2003,Other Agencies,COMMODITY FUTURES TRADING COMMISSION,"Other Facilities, Construction, Manufacturing and Testing",0,11188763.0000,39,22
2003,Other Agencies,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,Other R&D and Knowledge Based,0,20754560.0000,117,74
2003,Other Agencies,DEFENSE NUCLEAR FACILITIES SAFETY BOARD,C4ISR,0,498087.2000,5,4
2002,Other Agencies,HUD,Other Products,0,5642465.0000,23,17
2002,Other Agencies,Interior,NULL,0,7680054.3100,55,623
2002,Other Agencies,Interior,"Other Facilities, Construction, Manufacturing and Testing",0,966909288.3200,8097,6374
2002,Other Agencies,Interior,Other R&D and Knowledge Based,0,338437944.6200,3588,2750
2002,Other Agencies,INTERNATIONAL TRADE COMMISSION,NULL,0,0.0000,2,1
2002,Other Agencies,INTERNATIONAL TRADE COMMISSION,Other R&D and Knowledge Based,0,1350000.0000,16,8
2002,Other Agencies,INTERNATIONAL TRADE COMMISSION,Other Services,0,86000.0000,3,1
2002,Other Agencies,Labor,C4ISR,0,299757793.3800,1072,747
2002,Other Agencies,Labor,Other Products,0,1341000.0000,24,24
2002,Other Agencies,NATIONAL GALLERY OF ART,Other R&D and Knowledge Based,0,612925.0000,3,2
2002,Other Agencies,NATIONAL LABOR RELATIONS BOARD,C4ISR,0,213360000.0000,28,24
2002,Other Agencies,NATIONAL MEDIATION BOARD,NULL,0,0.0000,3,3
2002,Other Agencies,NATIONAL TRANSPORTATION SAFETY BOARD,C4ISR,0,2202492.8000,12,10
2002,Other Agencies,OFFICE OF PERSONNEL MANAGEMENT,C4ISR,0,54784908.0000,212,218
2002,Other Agencies,SMITHSONIAN INSTITUTION,Sea,0,275000.0000,1,1
2002,Other Agencies,Transportation,Land,0,76503475.0000,216,182
2002,Other Agencies,VA,NULL,0,489705.0500,127,129
2002,Other Agencies,VA,Other R&D and Knowledge Based,0,214448683.3200,1743,1709
2002,Other Agencies,VA,Other Services,0,772598274.4800,13262,14835
2002,State and IAP,NULL,"Other Facilities, Construction, Manufacturing and Testing",0,33000.0000,1,1
2002,State and IAP,State,"Other Facilities, Construction, Manufacturing and Testing",0,1253195418.5200,3092,2735
2003,Defense,NULL,Other Products,0,0.0000,0,1
2003,Defense,Air Force,Space,0,2778141629.0000,406,74
2003,Defense,Army,NULL,0,76313443.7325,236,175
2003,Defense,DLA,NULL,0,27383012.0000,384,476
2003,Defense,DLA,Other R&D and Knowledge Based,0,427342314.0000,1219,707
2003,Defense,MDA,Land,0,15725.0000,2,1
2003,Defense,Navy,C4ISR,0,12585411140.3197,40807,28913
2003,Defense,Navy,Land,0,487915105.7969,4122,3373
2003,Defense,Other DoD,"Other Facilities, Construction, Manufacturing and Testing",0,1106049098.1700,2287,1794
2003,Defense,Other DoD,Other Services,0,370857634.8200,976,327
2003,DHS,FEMA,Land,0,5507239.0000,22,15
2003,DHS,Other DHS,Sea,0,192757.0000,4,3
2003,DHS,TSA,Other Products,0,358628.0000,15,15
2003,Energy,Energy,Space,0,38429628.0000,28,9
2003,GSA,GSA,Other Products,0,224569328.0000,28018,28185
2003,HHS,HHS,C4ISR,0,1691205113.6338,3825,3271
2003,HHS,HHS,Land,0,1687013.6700,21,18
2003,NASA,NASA,Land,0,838537.0000,19,15
2003,Other Agencies,NULL,NULL,0,4415.0000,1,1
2003,Other Agencies,NULL,"Other Facilities, Construction, Manufacturing and Testing",0,158440464.0000,1127,458
2003,Other Agencies,NULL,Other R&D and Knowledge Based,0,5128682.0000,24,34
2003,Other Agencies,NULL,Other Services,0,129563.0000,6,5
2003,Other Agencies,Agriculture,Other Services,0,666826258.8100,4760,4798
2003,Other Agencies,All other Customers,C4ISR,0,312736602.5000,1033,782
2002,Other Agencies,FEDERAL TRADE COMMISSION,NULL,0,0.0000,3,2
2002,Other Agencies,Interior,C4ISR,0,681051303.5100,4119,2922
2002,Other Agencies,Justice,NULL,0,3163865.9600,201,199
2002,Other Agencies,Justice,Air,0,106456000.0000,222,196
2002,Other Agencies,Justice,Other Products,0,139480552.9400,6464,6400
2002,Other Agencies,Labor,Other R&D and Knowledge Based,0,483220938.1200,987,536
2002,Other Agencies,NUCLEAR REGULATORY COMMISSION,"Other Facilities, Construction, Manufacturing and Testing",0,4181080.0000,28,22
2002,Other Agencies,NUCLEAR REGULATORY COMMISSION,Other Services,0,1321000.0000,12,8
2002,Other Agencies,OFFICE OF PERSONNEL MANAGEMENT,"Other Facilities, Construction, Manufacturing and Testing",0,394228000.0000,84,91
2002,Other Agencies,SECURITIES AND EXCHANGE COMMISSION,Other R&D and Knowledge Based,0,1731000.0000,27,36
2002,Other Agencies,SELECTIVE SERVICE SYSTEM,NULL,0,0.0000,1,1
2002,Other Agencies,SMITHSONIAN INSTITUTION,"Other Facilities, Construction, Manufacturing and Testing",0,71458270.8800,215,231
2002,Other Agencies,SMITHSONIAN INSTITUTION,Other Services,0,4375912.9000,44,43
2002,Other Agencies,Transportation,Other Products,0,47950866.4600,602,552
2002,Other Agencies,Transportation,Sea,0,160013751.0000,1198,645
2002,State and IAP,PEACE CORPS,C4ISR,0,9242235.0000,21,7
2002,State and IAP,PEACE CORPS,Other Services,0,281960.0000,4,3
2002,State and IAP,State,NULL,0,40294112.1000,267,207
2002,State and IAP,State,Air,0,41887000.0000,35,34
2002,State and IAP,State,"Weapons, Ammunition and Missiles",0,1636663.0000,23,37
2002,State and IAP,USAID,C4ISR,0,388022433.6700,484,353
2002,State and IAP,USAID,Other Services,0,54181597.0000,66,56
2003,Defense,Air Force,Land,0,266521032.0000,1128,986
2003,Defense,Army,"Other Facilities, Construction, Manufacturing and Testing",0,17634786688.8200,102124,73204
2003,Defense,Army,Sea,0,139438821.0000,910,682
2003,Defense,DLA,Air,0,1733634261.0000,17034,19686
2003,Defense,DLA,"Other Facilities, Construction, Manufacturing and Testing",0,1136014884.5500,6788,6851
2003,Defense,DLA,Sea,0,121251631.0000,1661,1792
2003,Defense,MDA,Other Products,0,9254.0000,2,2
2003,Defense,MilitaryHealth,Other R&D and Knowledge Based,0,735518.0000,28,20
2003,Defense,Other DoD,C4ISR,0,4835875821.8484,14193,12115
2003,Defense,Other DoD,Space,0,572258.0000,4,1
2003,DHS,CBP,C4ISR,0,264919720.3400,996,800
2003,DHS,CBP,Other Services,0,6605120.0000,34,16
2003,DHS,COAST GUARD,C4ISR,0,575765610.7600,2082,1657
2003,DHS,COAST GUARD,"Weapons, Ammunition and Missiles",0,4199942.0000,8,10
2003,DHS,FEMA,Air,0,2327177.0000,10,3
2003,DHS,ICE,NULL,0,149838.1200,1,1
2003,DHS,ICE,Other Products,0,1910977.0000,36,30
2003,DHS,Other DHS,Other Products,0,8297424.0000,79,76
2003,DHS,Other DHS,Other R&D and Knowledge Based,0,35493490.6400,237,174
2003,HHS,HHS,C4ISR,1,0.0000,0,1
2003,NASA,NASA,Other R&D and Knowledge Based,0,534606876.1600,1905,945
2003,Other Agencies,BROADCASTING BOARD OF GOVERNORS,Other Services,0,3317695.0000,9,10
2003,Other Agencies,Commerce,"Other Facilities, Construction, Manufacturing and Testing",0,284053944.7700,1968,1442
2002,Other Agencies,SMALL BUSINESS ADMINISTRATION,C4ISR,0,27966366.0000,121,84
2002,Other Agencies,SMALL BUSINESS ADMINISTRATION,Other Services,0,770000.0000,8,4
2002,Other Agencies,SMITHSONIAN INSTITUTION,Land,0,80000.0000,1,1
2002,Other Agencies,SMITHSONIAN INSTITUTION,Other R&D and Knowledge Based,0,9067917.1100,52,42
2002,Other Agencies,Transportation,Other Services,0,73538657.2800,778,488
2002,Other Agencies,Treasury,Air,0,106387000.0000,37,29
2002,Other Agencies,Treasury,Other Products,0,391519023.9100,917,798
2002,Other Agencies,VA,"Other Facilities, Construction, Manufacturing and Testing",0,1039077737.6400,7129,7374
2002,Other Agencies,VA,Sea,0,4587000.0000,25,26
2002,State and IAP,State,Other R&D and Knowledge Based,0,574275229.9400,2178,1728
2002,State and IAP,State,Other Services,0,44322469.4600,535,521
2002,State and IAP,USAID,Land,0,262000.0000,2,2
2003,Defense,Army,Other R&D and Knowledge Based,0,6032946730.0633,26450,17404
2003,Defense,MDA,Other Services,0,194646.0000,1,1
2003,Defense,MilitaryHealth,C4ISR,0,267806.0000,10,7
2003,Defense,MilitaryHealth,Other Services,0,5882504438.0000,588,43
2003,Defense,Navy,"Other Facilities, Construction, Manufacturing and Testing",0,7399362712.4829,62113,47918
2003,Defense,Navy,Sea,0,12545099023.0100,20218,11225
2003,Defense,Other DoD,Land,0,38738684.9000,165,152
2003,Defense,Other DoD,Other R&D and Knowledge Based,0,1506809126.5638,2788,1965
2003,DHS,CBP,NULL,0,718292.2000,4,4
2003,DHS,CBP,Land,0,3510205.0000,27,26
2003,DHS,CBP,Other R&D and Knowledge Based,0,54807043.0000,289,185
2003,DHS,COAST GUARD,Other Products,0,20105690.7900,311,308
2003,DHS,ICE,C4ISR,0,16034260.0000,398,340
2003,DHS,ICE,Other Services,0,52585.0000,3,3
2003,DHS,OPO,C4ISR,0,452000.0000,1,5
2003,DHS,Other DHS,C4ISR,0,220272014.0000,632,471
2003,DHS,Other DHS,"Other Facilities, Construction, Manufacturing and Testing",0,25362104.9800,362,244
2003,DHS,Other DHS,Other Services,0,5662760.0000,435,298
2003,Energy,Energy,Air,0,18186574.0000,54,27
2003,Energy,Energy,Other Products,0,15127521.5500,162,125
2003,GSA,GSA,Air,0,671395.0000,25,44
2003,GSA,GSA,"Weapons, Ammunition and Missiles",0,3038509.4400,492,490
2003,HHS,HHS,"Other Facilities, Construction, Manufacturing and Testing",0,1043720962.0370,4271,3454
2003,HHS,HHS,Sea,0,417638.0000,6,6
2003,NASA,NASA,"Weapons, Ammunition and Missiles",0,1749258.0000,9,7
2003,Other Agencies,Archives,NULL,0,501271.3600,4,5
2003,Other Agencies,Archives,Other R&D and Knowledge Based,0,11862208.7300,36,26
2003,Other Agencies,Commerce,NULL,0,8956218.5100,13,14
2003,Other Agencies,COURT SERVICES AND OFFENDER SUPERVISION AGENCY,"Other Facilities, Construction, Manufacturing and Testing",0,0.0000,0,1
2003,Other Agencies,EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,Other R&D and Knowledge Based,0,34658827.8000,324,203
2003,Other Agencies,EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,Other Services,0,147270.0000,2,2
2003,Other Agencies,Exec Office,"Weapons, Ammunition and Missiles",0,159725.0000,1,1
2003,Defense,Navy,NULL,0,12703234.4300,236,155
2003,Defense,Navy,Air,0,13109871718.7300,7749,6329
2003,Defense,Other DoD,Other Products,0,432607318.0000,1449,519
2003,Defense,Other DoD,Sea,0,21369786.0000,62,62
2003,DHS,CBP,"Other Facilities, Construction, Manufacturing and Testing",0,39807261.4800,279,221
2003,DHS,COAST GUARD,Air,0,194748334.9900,982,573
2003,DHS,FEMA,NULL,0,494022.7200,4,6
2003,DHS,TSA,"Other Facilities, Construction, Manufacturing and Testing",0,15982764.5300,65,48
2003,DHS,TSA,Other R&D and Knowledge Based,0,632423490.0000,181,89
2003,DHS,TSA,Other Services,0,849296.0000,6,5
2003,Energy,Energy,"Weapons, Ammunition and Missiles",0,47455201.0800,68,43
2003,GSA,GSA,Other R&D and Knowledge Based,0,1025986294.7157,5934,4764
2003,GSA,GSA,Other Services,0,129125163.8995,1316,1073
2003,HHS,HHS,NULL,0,263871300.5543,2617,2289
2003,HHS,HHS,"Weapons, Ammunition and Missiles",0,384628.0000,5,5
2003,NASA,NASA,NULL,0,9191977.7000,703,632
2003,Other Agencies,NULL,Other Products,0,1148276022.0000,20977,1543
2003,Other Agencies,Agriculture,Air,0,36831715.6300,234,195
2003,Other Agencies,Agriculture,Other Products,0,2116818283.4300,3166,3218
2003,Other Agencies,All other Customers,NULL,0,434971.0000,0,4
2003,Other Agencies,All other Customers,"Other Facilities, Construction, Manufacturing and Testing",0,109003084.8785,652,551
2003,Other Agencies,BROADCASTING BOARD OF GOVERNORS,"Other Facilities, Construction, Manufacturing and Testing",0,3153086.0000,61,41
2003,Other Agencies,Commerce,C4ISR,0,672473877.3200,4088,2619
2003,Other Agencies,Commerce,Land,0,1820285.3900,42,30
2003,Other Agencies,Commerce,Space,0,1805644.0000,17,9
2003,Other Agencies,CONSUMER PRODUCT SAFETY COMMISSION,NULL,0,0.0000,2,2
2003,Other Agencies,CONSUMER PRODUCT SAFETY COMMISSION,"Other Facilities, Construction, Manufacturing and Testing",0,292389.0000,7,4
2003,Other Agencies,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,C4ISR,0,5838651.0000,78,41
