Proj+A1:H8ectID,ProjectName,ProjectPrettyName,ProjectAbbreviation,IsJointDevelopmentCaseStudy,CSISmodifiedDate,CSISmodifiedBy,IsPerformanceBasedLogistics,PlatformPortfolio,ObligatedAmount,MinOfFiscalYear,MaxOfFiscalYear,TopPlatformPortfolio,TopPlatformPortfolioObligatedAmount,TopParentID,TopParentIDObligatedAmount,Investigate,Wrong,Replacement,Notes,
1673,AWADS FOR C-130,AWADS FOR C-130,3GNH,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,"Electronics, Comms, & Sensors",2907225,1990,1999,Aircraft and Drones,1813027,SAIC,1813027,,,"Electronics, Comms, Sensors",,
633,BTLFLD DIGITALIZATION ,BTLFLD DIGITALIZATION ,222,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,"Electronics, Comms, & Sensors",149790,2007,2014,Aircraft and Drones,149790,NULL,149790,,,"Electronics, Comms, Sensors",,
1773,HELMET SYSTEM HGU-51/PCD,HELMET SYSTEM HGU-51/PCD,3HXU,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,"Electronics, Comms, & Sensors",19293083.44,1990,2009,Other R&D and Knowledge Based,6635500,NULL,7579449,,,"Electronics, comms, sensors",,
1963,ISPAN,ISPAN,M21,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,"Electronics, Comms, & Sensors",1356254.803,2008,2015,Aircraft and Drones,500000,LOCKHEED MARTIN,756404,,,"Electronics, comms, sensors",,
649,JPALS ,JPALS ,238,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,"Electronics, Comms, & Sensors",86240713.55,2004,2015,Aircraft and Drones,29322653,ROCKWELL COLLINS,44339460.24,,,"Electronics, comms, sensors",,
479,LW MAN-TRANSP RADIO DIR F,LW MAN-TRANSP RADIO DIR FND SY,1GHR,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,"Electronics, Comms, & Sensors",3116849,2003,2003,Aircraft and Drones,3118958,JOINT VENTURE [ITT/NORTHROP],3116849,,,"Electronics, comms, sensors",,
1082,OTHR (OVER THE HORIZON RA,OTHR (OVER THE HORIZON RADAR),2GQM,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,"Electronics, Comms, & Sensors",31455321,1991,2003,Aircraft and Drones,7722780,LITTON [NORTHROP GRUMMAN],14022770,,,"Electronics, comms, sensors",,
48,TACFIRE ,TACFIRE ,152,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,"Electronics, Comms, & Sensors",556133,2007,2013,Aircraft and Drones,511400,HARRIS,511400,,,"Electronics, comms, sensors",,
1027,TACTICAL CONTROL SYSTEM,TACTICAL CONTROL SYSTEM,2GIE,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,"Electronics, Comms, & Sensors",16227177.97,1998,2016,Aircraft and Drones,15653376,BAE SYSTEMS,15816171,,,"Electronics, comms, sensors",,
1957,TCAIMS II,TCAIMS II,M12,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,"Electronics, Comms, & Sensors",294086.2597,2004,2013,Aircraft and Drones,93500,NULL,289848.2597,,,"Electronics, comms, sensors",,
1787,TEST SET AIR DATA COMPUTE,TEST SET AIR DATA COMPUTER,3HYU,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,"Electronics, Comms, & Sensors",920297,1991,2000,Aircraft and Drones,506397,NULL,511630,,,"Electronics, comms, sensors",,
1788,TEST SET TTU 205 C/E,TEST SET TTU 205 C/E,3HYV,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,"Electronics, Comms, & Sensors",5149676,1990,1994,Aircraft and Drones,4360000,SEQUA,4236000,,,"Electronics, comms, sensors",,
1867,ATARS ,ATARS ,779,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Facilities & Construction,4138599,2008,2008,Aircraft and Drones,4138599,LOCKHEED MARTIN,4138599,,,Facilities and Construction ,,
1583,LIFT MJ-1B,LIFT MJ-1B,3DPV,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Facilities & Construction,235732,1991,1996,Aircraft and Drones,165000,NULL,235732,,,Facilities and Construction,,
1568,LOADER A/C 40K,LOADER A/C 40K,3DNC,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Facilities & Construction,1428111,1991,2003,Aircraft and Drones,438129,UNITED INDUSTRIAL,729153,,,Facilities and Construction,,
1777,MOBILE ARRESTING BARRIERS,MOBILE ARRESTING BARRIERS,3HYB,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Facilities & Construction,2946119,1990,2003,Aircraft and Drones,849150,NULL,2756388,,,Facilities and Construction,,
1789,TOW BAR CLASS I,TOW BAR CLASS I,3HYX,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Facilities & Construction,190734,1992,1992,Aircraft and Drones,190734,NULL,190734,,,Facilities and Construction,,
1565,TOW FLIGHTLINE,TOW FLIGHTLINE,3DKE,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Facilities & Construction,69669465,1990,2003,Aircraft and Drones,12308658,NULL,62268734,,,Facilities and Construction,,
18,SGT YORK GUN (DIVAD) ,SGT YORK GUN (DIVAD) ,119,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Land Vehicles,863490,2009,2010,Aircraft and Drones,863490,Ford Aerospace,863490,,,Land Vehicles,,
184,TRUCKS >10T,TRUCKS >10T,1DAH,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Land Vehicles,269220574,1994,2003,Aircraft and Drones,82477082,OSHKOSH,153853685,,,Land Vehicles,,
1842,AIM-9X ,AIM-9X ,581,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Missile and Space Systems,2409989890,2004,2016,Aircraft and Drones,393230520,RAYTHEON,1978311040,,,Missile and Space Systems,,
1330,ALAM ,ALAM ,331,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Missile and Space Systems,373480,2004,2006,Aircraft and Drones,118602,NULL,233558,,,Missile and Space Systems,,
12,ALCM ,ALCM ,111,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Missile and Space Systems,19739984.82,2006,2016,Aircraft and Drones,8520136.37,BOEING,11741209.66,,,Missile and Space Systems,,
1153,EX-41 VLS COVER VERT LNCH,EX-41 VLS COVER VERT LNCH PAD,2HXA,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Missile and Space Systems,40000,1991,1991,Aircraft and Drones,40000,NULL,40000,,,Missile and space systems,,
948,MK75 MOD3 RANGE FINDER,MK75 MOD3 RANGE FINDER,2GBH,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Missile and Space Systems,7213618,1994,2000,Aircraft and Drones,7034338,GRUMMAN,7034338,,,Missile and space systems,,
636,PEACEKEEPER ,PEACEKEEPER ,225,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Missile and Space Systems,7087.05,2012,2012,Aircraft and Drones,7087.05,NULL,7087.05,,,Missile and space systems,ICBM,
8,PERSHING II ,PERSHING II ,107,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Missile and Space Systems,799992,2007,2008,Aircraft and Drones,799992,NULL,799992,,,Missile and space systems,,
1373,SHILLELAGH MISSILE ,SHILLELAGH MISSILE ,379,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Missile and Space Systems,188135836.1,2004,2016,Aircraft and Drones,62616146.04,BERKSHIRE HATHAWAY,120687010.8,,,Missile and space systems,,
59,SIDWINGER (AIM-9M) (AF) ,SIDWINGER (AIM-9M) (AF) ,163,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Missile and Space Systems,2571354.529,2007,2016,Aircraft and Drones,2042718,BOEING,1895425.33,,,Missile and space systems,,
947,XM23 RANGE FINDER LASER,XM23 RANGE FINDER LASER,2GBF,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Missile and Space Systems,24197676,1990,2001,Aircraft and Drones,15213967,FLIR SYSTEMS,24129676,,,Missile and space systems,,
1747,FLARE MJU-10,FLARE MJU-10,3HBH,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Missile Defense,114850,1992,1992,Aircraft and Drones,114850,NULL,114850,,,Missile defense,,
1759,AIR CONDITIONER AM32C10C,AIR CONDITIONER AM32C10C,3HXC,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Other products,1232939,1990,1999,Aircraft and Drones,457672,ALLIED SIGNAL,603382,,,Other Products,,
1164,CRU-99A OBOGS OXYGEN MONI,CRU-99A OBOGS OXYGEN MONITOR,2HYC,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Other products,2826603,1998,1999,Aircraft and Drones,1380250,LITTON [NORTHROP GRUMMAN],2694303,,,Other products,,
1768,DEICING UNIT ACFT,DEICING UNIT ACFT,3HXP,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Other products,231044,1992,1992,Aircraft and Drones,231044,NULL,231044,,,Other products,,
1774,HYDRAULIC TEST STAND MK-3,HYDRAULIC TEST STAND MK-3A,3HXW,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Other products,396618,1994,1998,Aircraft and Drones,310381,NULL,396618,,,Other products,,
1756,M 32-60A,M 32-60A,3HDK,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Other products,2765855,1990,1996,Aircraft and Drones,1223000,NULL,1823455,,,Other products,Generator,
425,AUTO TEST SUPPORT SYS,AUTO TEST SUPPORT SYS,1GBM,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Other R&D,1735948,1990,2003,Aircraft and Drones,392000,NULL,807369,,,Other R&D ,,
1337,JSIMS ,JSIMS ,339,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Other R&D and Knowledge based systems,1443732.25,2005,2016,Aircraft and Drones,861217,LOCKHEED MARTIN,861217,,,Other R&D and Knowledge Based,,
509,MANEUVER CONTROL SYSTEM (,MANEUVER CONTROL SYSTEM (MCS),1GNT,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Other R&D and Knowledge based systems,10900607,1992,2000,Aircraft and Drones,9170670,FLIR SYSTEMS,9538459,,,Other R&D and Knowledge Based,,
193,LACV-30 AIR CUSH VEH 25-3,LACV-30 AIR CUSH VEH 25-30T,1DBF,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ships and Submarines,220660,1991,1994,Aircraft and Drones,75710,NULL,220660,,,Ships and Submarines,,
1864,LSD 41 CARGO VAR ,LSD 41 CARGO VAR ,770,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Ships and Submarines,3250,2008,2008,Aircraft and Drones,3250,NULL,3250,,,Ships and Submarines,,
153,ASSAULT BREAKER,ASSAULT BREAKER,1CNB,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Space Systems,3972329,1991,1994,Aircraft and Drones,3400000,LORAL SPACE,3400000,,,Space systems,,
19,DSCS III ,DSCS III ,120,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Space Systems,336528.6201,2008,2012,Aircraft and Drones,331905,BOEING,331905,,,Space systems,,
1367,BAMS ,BAMS ,373,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Unmanned Aircraft,3463920272,2004,2016,Aircraft and Drones,590912614.6,NORTHROP GRUMMAN,3449145465,,,Aircraft and Drones,,
834,BQM-34 FIREBEE,BQM-34 FIREBEE,2CMG,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Unmanned Aircraft,167742040.1,1990,2011,Missile and Space Systems,58134672,NULL,96418721,,,Aircraft and Drones,,
869,BQM-74,BQM-74,2CPI,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Unmanned Aircraft,126144590,1996,2003,Missile and Space Systems,29873986,NORTHROP GRUMMAN,126144590,,,Aircraft and Drones,,
1811,JTUAV ,JTUAV ,514,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Unmanned Aircraft,157108368,2009,2016,Aircraft and Drones,45804407.3,GENERAL ATOMICS,157108368,,,Aircraft and Drones,,
145,MQM-40/42 REDHEAD/ROADRUN,MQM-40/42 REDHEAD/ROADRUNNER,1CMH,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Unmanned Aircraft,98000,1990,1990,Missile and Space Systems,98000,NULL,98000,,,,Target drone,
884,PIONEER UNMANNED AERIAL V,PIONEER UNMANNED AERIAL VEH,2DBU,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Unmanned Aircraft,88300677,1995,2003,Missile and Space Systems,29085829,NULL,78970330,,,Aircraft and Drones,,
112,QH-50,QH-50,1AIB,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Unmanned Aircraft,52907146,1990,1993,Aircraft and Drones,25675000,GENERAL ELECTRIC,44092910,,,Aircraft and Drones,,
757,QH-50 DASH,QH-50 DASH,2AHM,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Unmanned Aircraft,157033221,1989,1998,Aircraft and Drones,96702669,BOEING,106901466,,,Aircraft and Drones,,
677,TACTICAL UAV ,TACTICAL UAV ,272,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Unmanned Aircraft,8609533983,2004,2016,Aircraft and Drones,1880897374,TEXTRON,4354730276,,,Aircraft and Drones,,
171,UAV HUNTER (SHORT RANGE U,UAV HUNTER (SHORT RANGE UAV),1CPJ,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Unmanned Aircraft,56302256,1999,2003,Aircraft and Drones,27504120,TRW [NORTHROP GRUMMAN],56302260,,,Aircraft and Drones,,
905,WALLEYE,WALLEYE,2FAA,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Weapons & Ammunition,2058343,1991,1994,Aircraft and Drones,1206956,NULL,2058343,,,Weapons and ammunition,,
27,BRADLEY FVS ,BRADLEY FVS ,128,NULL,42839.94854,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Land Vehicles,7610417822,2006,2016,Land Vehicles,2999406460,BAE SYSTEMS,6462830352,,,,,
34,M198 TOWED HOWITZER (155M,M198 TOWED HOWITZER (155MM) ,136,NULL,42839.94854,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Weapons and Ammunition,98062811.64,2006,2016,Land Vehicles,82073801.75,GENERAL MOTORS,65363812.97,,WRONG,Weapons and Ammunition,,
53,M1/M1A1 ABRAMS TANK ,M1/M1A1 ABRAMS TANK ,157,NULL,42839.94854,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Land Vehicles,4032398149,2004,2016,Land Vehicles,835694576.3,GENERAL DYNAMICS,2657842475,,,,,
71,LAV (ARMY) ,LAV (ARMY) ,175,NULL,42839.94854,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Land Vehicles,216128362.5,2006,2016,Land Vehicles,46387648.61,CANADIAN COMMERCIAL CORPORATION,186918460.8,,,,,
182,TRUCKS 5T,TRUCKS 5T,1DAF,NULL,42839.94854,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Land Vehicles,2737111189,1994,2011,Land Vehicles,538824915,STEWART & STEVENSON,2511518839,,,,Marines M923,
189,H. MOB. MP WHEELED VEH (H,H. MOB. MP WHEELED VEH (HMMWV),1DAM,NULL,42839.94854,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Land Vehicles,443350316.2,1994,2009,Land Vehicles,181948477,NULL,239540192.2,,,,,
206,"BRADLEY,INFANTRY FT VEH F","BRADLEY,INFANTRY FT VEH FAMILY",1DBV,NULL,42839.94854,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Land Vehicles,2197738365,1990,2016,Land Vehicles,442170804,NULL,612620283.6,,,,,
236,M872 34 TON,M872 34 TON,1DIR,NULL,42839.94854,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Land Vehicles,24772966,1992,2009,Land Vehicles,22852102,NULL,24678916,,,,,
237,TRAILERS,TRAILERS,1DIS,NULL,42839.94854,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Land Vehicles,71019709.76,1994,2009,Land Vehicles,14838571,NULL,66397851.76,,,,,
249,LIGHT ARMORED VEHICLE (LA,LIGHT ARMORED VEHICLE (LAV),1DJM,NULL,42839.94854,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Land Vehicles,345185650.7,1990,2010,Land Vehicles,119036471,CANADIAN COMMERCIAL CORPORATION,230363094,,,,LAV-25?,
254,UNIVERSAL(FT)W/DOZER,UNIVERSAL(FT)W/DOZER,1DKE,NULL,42839.94854,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Land Vehicles,222859469.4,1990,2011,Land Vehicles,72985044,CATERPILLAR,129402975.7,,,,,
258,HVY EXPANDED MOB. TAC TRU,HVY EXPANDED MOB. TAC TRUCK,1DLD,NULL,42839.94854,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Land Vehicles,212010173.3,1994,2010,Land Vehicles,66064771,OSHKOSH,164338829,,,,,
272,FORK LIFT 50000 LB,FORK LIFT 50000 LB,1DNH,NULL,42839.94854,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Land Vehicles,72254980.89,1992,2010,Land Vehicles,59205409,CARGOTEC,64204475.89,,,,,
329,M109 155MM MED SP HOW,M109 155MM MED SP HOW,1EDK,NULL,42839.94854,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Land Vehicles,359323712.5,1990,2010,Land Vehicles,69026587,NULL,211892682.5,,,,,
640,RPV (AQUILA) ,RPV (AQUILA) ,229,NULL,42839.94854,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Unmanned Aircraft,91629593,2011,2016,Land Vehicles,42605064,GENERAL DYNAMICS,91629593,,WRONG,Aircraft and Drones,Lockheed MQM-105 Aquila,
656,HMMLTV ,HMMLTV ,246,NULL,42839.94854,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Land Vehicles,365331775,2004,2016,Land Vehicles,80516459.28,AM GENERAL,231979973.5,,,,,
662,MSE ,MSE ,255,NULL,42839.94854,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Land Vehicles,54766287.58,2007,2016,Land Vehicles,22736427.7,NULL,24474960.78,Unknown,,,,
684,FSCS ,FSCS ,279,NULL,42839.94854,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Land Vehicles,442226698.4,2005,2016,Land Vehicles,289976997.4,OSHKOSH,403153890.7,,,,Future Scout and Cavlry System,
703,STRYKER (IAV) ,STRYKER (IAV) ,299,NULL,42839.94854,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Land Vehicles,12369701310,2000,2016,Land Vehicles,2443961106,GENERAL DYNAMICS,11593970701,,,,,
882,LVTP-7,LVTP-7,2DBK,NULL,42839.94854,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Land Vehicles,554264890.5,1990,2009,Land Vehicles,88756945,GENERAL DYNAMICS,414130184,,,,,
1812,EFV (AAAV) ,EFV (AAAV) ,515,NULL,42839.94854,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Land Vehicles,1080160293,2003,2016,Land Vehicles,248131563.9,GENERAL DYNAMICS,805989850.3,,,,,
1817,AFATDS (ATCCS) ,AFATDS (ATCCS) ,526,NULL,42839.94854,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Electronics and communications,-52682150.67,2005,2016,Land Vehicles,750000,ORACLE,247385.9688,,Wrong,Electronics and Communications,Advanced Field Artillery Tactical Data System,
1833,CRUSADER ,CRUSADER ,557,NULL,42839.94854,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Land Vehicles,138047.1973,2007,2011,Land Vehicles,129007.7969,NULL,129007.7969,Unknown,,,There is BOTH  a self-propelled howitzer AND an aircraft by this name,
1839,ABRAMS UPGRADE ,ABRAMS UPGRADE ,575,NULL,42839.94854,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Land Vehicles,5830235309,2000,2016,Land Vehicles,2349407322,GENERAL DYNAMICS,4082707456,,,,,
1857,FMTV ,FMTV ,746,NULL,42839.94854,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Land Vehicles,4881086972,2001,2016,Land Vehicles,3944886418,BAE SYSTEMS,4259713709,,,,Family of Medium Tactical Vehicles,
1858,PLS (FHTV) ,PLS (FHTV) ,747,NULL,42839.94854,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Land Vehicles,1495953.219,2008,2013,Land Vehicles,943713.8125,OSHKOSH,969339.7188,,,,,
1863,LAV (NAVY) ,LAV (NAVY) ,769,NULL,42839.94854,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Land Vehicles,3372701334,2005,2016,Land Vehicles,2107383160,CANADIAN COMMERCIAL CORPORATION,2727366089,,,,,
1925,TRUCKS 10T,TRUCKS 10T,DAG,NULL,42839.94854,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Land Vehicles,69444560.89,1994,2009,Land Vehicles,20293084,NULL,65877373.72,,,,,
1928,"BRADLEY, INFANTRY FT VEH ","BRADLEY, INFANTRY FT VEH FAMILY",DBV,NULL,42839.94854,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Land Vehicles,3167836.136,2002,2010,Land Vehicles,2438028,URS,2238989.162,,,,,
2075,DPH,NULL,DPH,NULL,42839.94854,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Land Vehicles,17791,2003,2013,Land Vehicles,33024,DAIMLER,17791,Unknown,,,,
2146,AMPV,NULL,471,NULL,42839.94854,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Land Vehicles,167020700,2016,2016,Land Vehicles,167020700,BAE SYSTEMS,167020700,,,,,
1878,A6,NULL,A6,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Weapons and Ammunition,1000,2007,2007,Weapons and Ammunition,1000,NULL,1000,,,,,
1934,FCN,NULL,FCN,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Weapons and Ammunition,44683062.87,2002,2014,Weapons and Ammunition,40878922.2,AMERICAN ORDINANCE LLC A JOINT,44683062.87,Unkown,,,FNC?,
2076,EBA,NULL,EBA,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Weapons and Ammunition,25692759,2000,2005,Weapons and Ammunition,14127413,CANADIAN COMMERCIAL CORPORATION,25692759,Unkown,,,,
2077,EBJ,NULL,EBJ,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Weapons and Ammunition,337453844.3,2000,2013,Weapons and Ammunition,93074196,UNITED DEFENSE,194224982,Unkown,,,,
2078,EBU,NULL,EBU,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Weapons and Ammunition,247972,2003,2012,Weapons and Ammunition,472877,ATK,247972,Unkown,,,,
2080,FQG,NULL,FQG,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Weapons and Ammunition,428751495.9,2000,2016,Weapons and Ammunition,93097948,RAYTHEON,427855113.9,Unkown,,,,
2153,CAC2S INC 1,NULL,N36,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,"Electronics, Comms, & Sensors",5202,2016,2016,Weapons and Ammunition,5202,NULL,5202,,WRONG,"Electronics, comms, sensors",Common Aviation Command and Control System,
1915,CNA,NULL,CNA,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Missile and Space Systems,591959659.7,2000,2016,Missile and Space Systems,260561022,RAYTHEON,573675255.1,Unknown,,,,
1917,CNG,NULL,CNG,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Other Products,-2007817.8,2001,2014,Missile and Space Systems,-379782.1,LOCKHEED MARTIN,-2007817.8,,Wrong,Other Products,Compressed Natural Gas (a sort of fuel),
1920,CNT,NULL,CNT,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Missile and Space Systems,35447469.66,2002,2016,Missile and Space Systems,24735428,LOCKHEED MARTIN,30660622.11,Unknown,,,,
2042,442,NULL,442,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Missile and Space Systems,290343441.3,2015,2016,Missile and Space Systems,238452307.7,RAYTHEON,290343441.3,Unknown,,,,
2046,470,NULL,470,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Missile and Space Systems,31578651.37,2015,2016,Missile and Space Systems,22705774.95,Intelligent Software,31578651.37,Unknown,,,,
2069,CNS,NULL,CNS,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Missile and Space Systems,2101333,2003,2012,Missile and Space Systems,2131333,ORBITAL SCIENCES,2101333,Unknown,,,,
2070,CNU,NULL,CNU,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Missile and Space Systems,2893514.683,2002,2016,Missile and Space Systems,1663562,CACI,1561428.683,Unknown,,,,
2071,CNY,NULL,CNY,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Missile and Space Systems,24412304.92,2000,2016,Missile and Space Systems,10000002,RAYTHEON,20669211.92,Unknown,,,,
2089,GIL,NULL,GIL,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Missile and Space Systems,5237193.03,2003,2013,Missile and Space Systems,4663340,NORTHROP GRUMMAN,5237193.03,Unknown,,,,
2096,GYZ,NULL,GYZ,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Missile and Space Systems,790036.8,2002,2014,Missile and Space Systems,242567,NULL,614817.8,Unknown,,,,
7,PATRIOT ,PATRIOT ,106,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Missile Defense,18636785193,2004,2016,Missile and Space Systems,2490696757,RAYTHEON,11048829111,Repeat?,,,Google returns the same results for this and for the Patriot PAC-3 (row 44),
11,AEGIS ,AEGIS ,110,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Missile Defense,5699266492,2006,2016,Missile and Space Systems,424781886.5,LOCKHEED MARTIN,4655410279,,,,Aegis Ballistic Missile Defense System,
20,APS ,APS ,121,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Missile Defense,147564705.8,2008,2016,Other Services,100947774.8,AC FIRST [Joint Venture - AECOM & CACI],82248447.98,,,,Active Protection System,
44,PATRIOT PAC-3 ,PATRIOT PAC-3 ,148,NULL,45:53.6,Automated from obligated amounts and standardizedname by CSIS\GSanders,NULL,Missile Defense,2939708337,2004,2016,Missile and Space Systems,689058200,LOCKHEED MARTIN,2452398812,,,,MIM-104 Patriot,
